Sl No.,Easting,Northing,Distance,Elevation,CS No.,
701,771228.0,2575220.5,108.31,-12.869,10,
702,771224.0,2575222.5,112.79,-12.624,10,
703,771221.0,2575224.0,116.09,-12.364,10,
704,771220.0,2575224.5,117.27,-12.249,10,
705,771216.0,2575226.5,121.75,-11.772,10,
706,771213.1,2575228.0,124.97,-11.428,10,
707,771212.0,2575228.6,126.23,-11.283,10,
708,771208.0,2575230.6,130.71,-10.743,10,
709,771205.2,2575232.0,133.84,-10.382,10,
710,771204.0,2575232.6,135.19,-10.233,10,
711,771200.0,2575234.6,139.67,-9.692,10,
712,771197.3,2575236.0,142.72,-9.323,10,
713,771196.0,2575236.6,144.15,-9.146,10,
714,771192.0,2575238.7,148.63,-8.555,10,
715,771189.4,2575240.0,151.59,-8.153,10,
716,771188.0,2575240.7,153.12,-7.951,10,
717,771184.0,2575242.7,157.60,-7.352,10,
718,771181.4,2575244.0,160.47,-6.963,10,
719,771180.0,2575244.7,162.08,-6.741,10,
720,771176.0,2575246.7,166.56,-6.155,10,
721,771173.5,2575248.0,169.34,-5.811,10,
722,771172.0,2575248.8,171.04,-5.612,10,
723,771168.0,2575250.8,175.52,-5.098,10,
724,771165.6,2575252.0,178.22,-4.780,10,
725,771164.0,2575252.8,180.00,-4.574,10,
726,771160.0,2575254.8,184.48,-4.060,10,
727,771157.7,2575256.0,187.09,-3.772,10,
728,771156.0,2575256.8,188.96,-3.580,10,
729,771152.0,2575258.9,193.44,-3.132,10,
730,771149.8,2575260.0,195.96,-2.885,10,
731,771148.0,2575260.9,197.93,-2.690,10,
732,771144.0,2575262.9,202.41,-2.341,10,
733,771141.8,2575264.0,204.84,-2.162,10,
734,771140.0,2575264.9,206.89,-2.034,10,
735,771136.0,2575266.9,211.37,-1.663,10,
736,771133.9,2575268.0,213.71,-1.524,10,
737,771132.0,2575269.0,215.85,-1.453,10,
738,771128.0,2575271.0,220.33,-1.330,10,
739,771126.0,2575272.0,222.59,-1.220,10,
740,771124.0,2575273.0,224.81,-1.111,10,
741,771120.0,2575275.0,229.29,-0.899,10,
742,771118.1,2575276.0,231.46,-0.779,10,
743,771116.0,2575277.0,233.77,-0.644,10,
744,771112.0,2575279.1,238.25,-0.374,10,
745,771111.7,2575279.2,238.58,-0.353,10,
746,771317.9,2575153.8,0.00,6.180,11,
747,771316.0,2575154.8,2.11,6.178,11,
748,771313.8,2575156.0,4.57,6.187,11,
749,771312.0,2575157.0,6.65,6.172,11,
750,771308.0,2575159.1,11.19,6.353,11,
751,771306.4,2575160.0,13.03,6.323,11,
752,771304.0,2575161.3,15.73,5.149,11,
753,771300.0,2575163.4,20.27,4.908,11,
754,771298.9,2575164.0,21.49,4.349,11,
755,771296.0,2575165.6,24.81,3.320,11,
756,771292.0,2575167.7,29.35,1.642,11,
757,771291.5,2575168.0,29.95,1.329,11,
758,771288.0,2575169.9,33.89,0.088,11,
759,771284.0,2575172.0,38.41,-0.229,11,
760,771284.0,2575172.0,38.43,-0.230,11,
761,771280.0,2575174.2,42.97,-0.483,11,
762,771276.6,2575176.0,46.87,-0.353,11,
763,771276.0,2575176.3,47.51,-0.386,11,
764,771272.0,2575178.4,52.05,-1.697,11,
765,771269.1,2575180.0,55.33,-3.443,11,
766,771268.0,2575180.6,56.59,-4.112,11,
767,771264.0,2575182.7,61.12,-5.658,11,
768,771261.7,2575184.0,63.79,-6.304,11,
769,771260.0,2575184.9,65.66,-6.531,11,
770,771256.0,2575187.0,70.20,-7.903,11,
771,771254.2,2575188.0,72.25,-8.017,11,
772,771252.0,2575189.2,74.74,-7.920,11,
773,771248.0,2575191.3,79.28,-7.659,11,
774,771246.7,2575192.0,80.71,-7.488,11,
775,771244.0,2575193.5,83.82,-7.424,11,
776,771240.0,2575195.6,88.36,-7.756,11,
777,771239.3,2575196.0,89.17,-7.907,11,
778,771236.0,2575197.8,92.90,-8.963,11,
779,771232.0,2575199.9,97.44,-10.548,11,
780,771231.8,2575200.0,97.63,-10.599,11,
781,771228.0,2575202.1,101.98,-11.782,11,
782,771224.4,2575204.0,106.09,-13.352,11,
783,771224.0,2575204.2,106.52,-13.450,11,
784,771220.0,2575206.3,111.06,-13.200,11,
785,771216.9,2575208.0,114.55,-13.062,11,
786,771216.0,2575208.5,115.60,-12.997,11,
787,771212.0,2575210.6,120.14,-12.681,11,
788,771209.5,2575212.0,123.01,-12.517,11,
789,771208.0,2575212.8,124.68,-12.402,11,
790,771204.0,2575214.9,129.22,-12.086,11,
791,771202.0,2575216.0,131.47,-11.863,11,
792,771200.0,2575217.1,133.76,-11.599,11,
793,771196.0,2575219.2,138.30,-10.949,11,
794,771194.6,2575220.0,139.93,-10.814,11,
795,771192.0,2575221.4,142.84,-10.512,11,
796,771188.0,2575223.5,147.37,-9.998,11,
797,771187.1,2575224.0,148.39,-9.882,11,
798,771184.0,2575225.7,151.91,-9.447,11,
799,771180.0,2575227.8,156.45,-8.897,11,
800,771179.7,2575228.0,156.85,-8.840,11,
801,771176.0,2575230.0,160.99,-8.258,11,
802,771172.2,2575232.0,165.31,-7.640,11,
803,771172.0,2575232.1,165.53,-7.607,11,
804,771168.0,2575234.3,170.07,-6.928,11,
805,771164.7,2575236.0,173.77,-6.443,11,
806,771164.0,2575236.4,174.61,-6.331,11,
807,771160.0,2575238.5,179.15,-5.714,11,
808,771157.3,2575240.0,182.23,-5.287,11,
809,771156.0,2575240.7,183.69,-5.089,11,
810,771152.0,2575242.8,188.23,-4.464,11,
811,771149.8,2575244.0,190.69,-4.144,11,
812,771148.0,2575245.0,192.77,-3.886,11,
813,771144.0,2575247.1,197.31,-3.349,11,
814,771142.4,2575248.0,199.15,-3.152,11,
815,771140.0,2575249.3,201.85,-2.864,11,
816,771136.0,2575251.4,206.39,-2.449,11,
817,771134.9,2575252.0,207.61,-2.333,11,
818,771132.0,2575253.6,210.93,-2.044,11,
819,771128.0,2575255.7,215.47,-1.666,11,
820,771127.5,2575256.0,216.07,-1.619,11,
821,771124.0,2575257.9,220.01,-1.367,11,
822,771120.0,2575260.0,224.53,-1.176,11,
823,771120.0,2575260.0,224.55,-1.176,11,
824,771116.0,2575262.2,229.09,-0.961,11,
825,771112.6,2575264.0,232.99,-0.833,11,
826,771112.0,2575264.3,233.62,-0.803,11,
827,771108.0,2575266.4,238.16,-0.567,11,
828,771105.1,2575268.0,241.45,-0.337,11,
829,771104.0,2575268.6,242.70,-0.260,11,
830,771102.8,2575269.2,244.08,-0.255,11,
831,771310.0,2575136.5,0.00,5.689,12,
832,771308.0,2575137.7,8.49,5.384,12,
833,771304.2,2575140.0,24.43,5.067,12,
834,771304.0,2575140.1,33.76,5.099,12,
835,771300.0,2575142.5,34.93,4.268,12,
836,771297.6,2575144.0,36.94,3.800,12,
837,771296.0,2575145.0,37.97,2.699,12,
838,771292.0,2575147.4,39.40,2.099,12,
839,771290.9,2575148.0,41.56,1.251,12,
840,771288.0,2575149.8,43.70,0.597,12,
841,771284.3,2575152.0,44.34,-1.842,12,
842,771284.0,2575152.2,45.51,-2.325,12,
843,771280.0,2575154.6,49.01,-3.760,12,
844,771264.4,2575164.0,53.27,-6.021,12,
845,771264.0,2575164.2,53.68,-6.176,12,
846,771260.0,2575166.6,58.35,-7.751,12,
847,771257.7,2575168.0,61.02,-8.268,12,
848,771256.0,2575169.0,63.02,-8.793,12,
849,771252.0,2575171.4,67.69,-9.000,12,
850,771251.1,2575172.0,68.78,-8.988,12,
851,771248.0,2575173.8,72.36,-8.897,12,
852,771244.4,2575176.0,76.54,-8.703,12,
853,771244.0,2575176.3,77.03,-8.677,12,
854,771240.0,2575178.7,81.70,-8.311,12,
855,771237.8,2575180.0,84.29,-8.062,12,
856,771236.0,2575181.1,86.36,-7.962,12,
857,771232.0,2575183.5,91.03,-8.229,12,
858,771231.1,2575184.0,92.05,-8.308,12,
859,771228.0,2575185.9,95.70,-8.692,12,
860,771224.5,2575188.0,99.80,-9.276,12,
861,771224.0,2575188.3,100.37,-9.390,12,
862,771220.0,2575190.7,105.04,-10.431,12,
863,771217.8,2575192.0,107.56,-11.000,12,
864,771216.0,2575193.1,109.71,-11.419,12,
865,771212.0,2575195.5,114.38,-12.060,12,
866,771211.2,2575196.0,115.32,-12.119,12,
867,771208.0,2575197.9,119.05,-12.249,12,
868,771204.6,2575200.0,123.07,-12.235,12,
869,771204.0,2575200.3,123.71,-12.220,12,
870,771200.0,2575202.7,128.38,-11.967,12,
871,771197.9,2575204.0,130.83,-11.757,12,
872,771196.0,2575205.1,133.05,-11.571,12,
873,771192.0,2575207.6,137.72,-11.110,12,
874,771191.3,2575208.0,138.58,-11.023,12,
875,771188.0,2575210.0,142.39,-10.691,12,
876,771184.6,2575212.0,146.34,-10.269,12,
877,771184.0,2575212.4,147.06,-10.191,12,
878,771180.0,2575214.8,151.73,-9.753,12,
879,771178.0,2575216.0,154.10,-9.470,12,
880,771176.0,2575217.2,156.40,-9.187,12,
881,771172.0,2575219.6,161.06,-8.675,12,
882,771171.3,2575220.0,161.85,-8.586,12,
883,771168.0,2575222.0,165.73,-8.058,12,
884,771164.7,2575224.0,169.61,-7.529,12,
885,771164.0,2575224.4,170.40,-7.416,12,
886,771160.0,2575226.8,175.07,-6.791,12,
887,771158.0,2575228.0,177.36,-6.486,12,
888,771156.0,2575229.2,179.74,-6.165,12,
889,771152.0,2575231.6,184.41,-5.484,12,
890,771151.4,2575232.0,185.12,-5.378,12,
891,771148.0,2575234.0,189.08,-4.764,12,
892,771144.7,2575236.0,192.88,-4.253,12,
893,771144.0,2575236.4,193.75,-4.131,12,
894,771140.0,2575238.9,198.42,-3.503,12,
895,771138.1,2575240.0,200.63,-3.269,12,
896,771136.0,2575241.3,203.08,-3.020,12,
897,771132.0,2575243.7,207.75,-2.550,12,
898,771131.5,2575244.0,208.39,-2.493,12,
899,771128.0,2575246.1,212.42,-2.109,12,
900,771124.8,2575248.0,216.14,-1.750,12,
901,771124.0,2575248.5,217.09,-1.662,12,
902,771120.0,2575250.9,221.76,-1.290,12,
903,771118.2,2575252.0,223.90,-1.168,12,
904,771116.0,2575253.3,226.43,-1.063,12,
905,771112.0,2575255.7,231.10,-0.833,12,
906,771111.5,2575256.0,231.66,-0.817,12,
907,771108.0,2575258.1,235.77,-0.748,12,
908,771104.9,2575260.0,239.41,-0.620,12,
909,771104.0,2575260.5,240.43,-0.583,12,
910,771100.0,2575262.9,245.10,-0.405,12,
911,771098.2,2575264.0,247.17,-0.358,12,
912,771096.5,2575265.0,249.20,-0.279,12,
913,771291.6,2575123.9,0.00,6.516,13,
914,771291.5,2575124.0,2.83,6.592,13,
915,771288.0,2575126.4,3.63,6.868,13,
916,771285.7,2575128.0,6.25,7.032,13,
917,771284.0,2575129.2,7.31,5.271,13,
918,771280.0,2575131.9,10.00,4.637,13,
919,771279.9,2575132.0,11.10,3.523,13,
920,771276.0,2575134.7,13.35,2.599,13,
921,771274.1,2575136.0,15.88,1.337,13,
922,771272.0,2575137.4,19.90,1.374,13,
923,771268.2,2575140.0,20.10,1.127,13,
924,771268.0,2575140.2,22.09,0.547,13,
925,771264.0,2575142.9,33.52,-1.072,13,
926,771262.4,2575144.0,35.44,-1.630,13,
927,771260.0,2575145.7,38.38,-3.265,13,
928,771256.6,2575148.0,42.50,-5.053,13,
929,771256.0,2575148.4,43.23,-5.225,13,
930,771252.0,2575151.2,48.08,-6.382,13,
931,771250.8,2575152.0,49.57,-6.841,13,
932,771248.0,2575153.9,52.93,-7.887,13,
933,771245.0,2575156.0,56.63,-9.049,13,
934,771244.0,2575156.7,57.79,-9.349,13,
935,771240.0,2575159.4,62.64,-10.006,13,
936,771239.1,2575160.0,63.70,-10.090,13,
937,771236.0,2575162.1,67.49,-10.201,13,
938,771233.3,2575164.0,70.76,-10.132,13,
939,771232.0,2575164.9,72.34,-10.014,13,
940,771228.0,2575167.6,77.20,-9.575,13,
941,771227.5,2575168.0,77.83,-9.523,13,
942,771224.0,2575170.4,82.05,-9.204,13,
943,771221.7,2575172.0,84.89,-8.889,13,
944,771220.0,2575173.1,86.90,-8.675,13,
945,771216.0,2575175.9,91.75,-8.442,13,
946,771215.8,2575176.0,91.96,-8.454,13,
947,771212.0,2575178.6,96.61,-9.534,13,
948,771210.0,2575180.0,99.02,-10.215,13,
949,771208.0,2575181.4,101.46,-11.102,13,
950,771204.2,2575184.0,106.09,-11.554,13,
951,771204.0,2575184.1,106.31,-11.553,13,
952,771200.0,2575186.9,111.16,-11.625,13,
953,771198.4,2575188.0,113.15,-11.666,13,
954,771196.0,2575189.6,116.02,-11.609,13,
955,771192.5,2575192.0,120.22,-11.441,13,
956,771192.0,2575192.4,120.87,-11.400,13,
957,771188.0,2575195.1,125.72,-10.997,13,
958,771186.7,2575196.0,127.28,-10.852,13,
959,771184.0,2575197.9,130.58,-10.546,13,
960,771180.9,2575200.0,134.35,-10.167,13,
961,771180.0,2575200.6,135.43,-10.064,13,
962,771176.0,2575203.4,140.28,-9.613,13,
963,771175.1,2575204.0,141.41,-9.497,13,
964,771172.0,2575206.1,145.13,-9.103,13,
965,771169.2,2575208.0,148.48,-8.748,13,
966,771168.0,2575208.9,149.99,-8.574,13,
967,771164.0,2575211.6,154.84,-7.991,13,
968,771163.4,2575212.0,155.54,-7.907,13,
969,771160.0,2575214.3,159.69,-7.425,13,
970,771157.6,2575216.0,162.61,-7.122,13,
971,771156.0,2575217.1,164.54,-6.908,13,
972,771152.0,2575219.8,169.40,-6.316,13,
973,771151.8,2575220.0,169.67,-6.279,13,
974,771148.0,2575222.6,174.25,-5.656,13,
975,771145.9,2575224.0,176.74,-5.317,13,
976,771144.0,2575225.3,179.10,-4.981,13,
977,771140.1,2575228.0,183.80,-4.339,13,
978,771140.0,2575228.1,183.95,-4.318,13,
979,771136.0,2575230.8,188.81,-3.661,13,
980,771134.3,2575232.0,190.87,-3.400,13,
981,771132.0,2575233.6,193.66,-3.074,13,
982,771128.5,2575236.0,197.93,-2.619,13,
983,771128.0,2575236.3,198.51,-2.560,13,
984,771124.0,2575239.1,203.36,-2.083,13,
985,771122.7,2575240.0,205.00,-1.939,13,
986,771120.0,2575241.8,208.22,-1.664,13,
987,771116.8,2575244.0,212.06,-1.390,13,
988,771116.0,2575244.6,213.07,-1.317,13,
989,771112.0,2575247.3,217.92,-1.026,13,
990,771111.0,2575248.0,219.13,-0.978,13,
991,771108.0,2575250.1,222.78,-0.823,13,
992,771105.2,2575252.0,226.19,-0.662,13,
993,771104.0,2575252.8,227.63,-0.611,13,
994,771100.0,2575255.6,232.48,-0.445,13,
995,771099.4,2575256.0,233.26,-0.437,13,
996,771096.0,2575258.3,237.33,-0.368,13,
997,771093.5,2575260.0,240.32,-0.302,13,
998,771092.3,2575260.8,241.82,-0.257,13,
999,771290.6,2575104.0,0.00,6.615,14,
1000,771288.0,2575106.0,2.94,6.691,14,
1001,771285.3,2575108.0,3.75,6.967,14,
1002,771284.0,2575109.0,6.37,7.131,14,
1003,771280.0,2575112.0,7.43,5.370,14,
1004,771280.0,2575112.0,10.11,4.736,14,
1005,771276.0,2575115.0,11.21,3.622,14,
1006,771274.7,2575116.0,13.47,2.698,14,
1007,771272.0,2575118.0,16.00,1.436,14,
1008,771269.3,2575120.0,20.02,1.473,14,
1009,771268.0,2575121.0,20.22,1.226,14,
1010,771264.0,2575124.0,22.21,0.646,14,
1011,771264.0,2575124.0,33.28,-0.692,14,
1012,771260.0,2575127.0,38.29,-0.763,14,
1013,771258.7,2575128.0,39.88,-0.818,14,
1014,771256.0,2575130.1,43.30,-1.266,14,
1015,771253.4,2575132.0,46.53,-1.779,14,
1016,771252.0,2575133.1,48.30,-2.675,14,
1017,771248.1,2575136.0,53.18,-5.102,14,
1018,771248.0,2575136.1,53.31,-5.164,14,
1019,771244.0,2575139.1,58.32,-7.272,14,
1020,771242.8,2575140.0,59.83,-7.908,14,
1021,771240.0,2575142.1,63.33,-9.298,14,
1022,771237.5,2575144.0,66.48,-10.434,14,
1023,771236.0,2575145.1,68.34,-10.991,14,
1024,771232.2,2575148.0,73.12,-12.269,14,
1025,771232.0,2575148.1,73.34,-12.308,14,
1026,771228.0,2575151.1,78.35,-12.512,14,
1027,771226.9,2575152.0,79.77,-12.560,14,
1028,771224.0,2575154.2,83.36,-12.569,14,
1029,771221.6,2575156.0,86.42,-12.468,14,
1030,771220.0,2575157.2,88.37,-12.294,14,
1031,771216.2,2575160.0,93.07,-11.666,14,
1032,771216.0,2575160.2,93.37,-11.619,14,
1033,771212.0,2575163.2,98.38,-10.596,14,
1034,771210.9,2575164.0,99.72,-10.381,14,
1035,771208.0,2575166.2,103.39,-9.798,14,
1036,771205.6,2575168.0,106.36,-9.464,14,
1037,771204.0,2575169.2,108.40,-9.323,14,
1038,771200.3,2575172.0,113.01,-8.725,14,
1039,771200.0,2575172.2,113.41,-8.736,14,
