Sl No.,Easting,Northing,Distance,Elevation,CS No.,
1979,771091.0,2575124.0,161.73,-9.539,24,
1980,771088.5,2575128.0,166.42,-8.543,24,
1981,771088.0,2575128.8,167.40,-8.357,24,
1982,771086.1,2575132.0,171.11,-7.643,24,
1983,771084.0,2575135.4,175.07,-7.010,24,
1984,771083.6,2575136.0,175.80,-6.897,24,
1985,771081.2,2575140.0,180.49,-6.164,24,
1986,771080.0,2575141.9,182.73,-5.887,24,
1987,771078.7,2575144.0,185.18,-5.558,24,
1988,771076.3,2575148.0,189.87,-4.922,24,
1989,771076.0,2575148.5,190.40,-4.848,24,
1990,771073.8,2575152.0,194.56,-4.255,24,
1991,771072.0,2575155.0,198.06,-3.849,24,
1992,771071.4,2575156.0,199.25,-3.721,24,
1993,771068.9,2575160.0,203.93,-3.284,24,
1994,771068.0,2575161.5,205.73,-3.117,24,
1995,771066.5,2575164.0,208.62,-2.852,24,
1996,771064.0,2575168.0,213.31,-2.383,24,
1997,771064.0,2575168.1,213.39,-2.375,24,
1998,771061.6,2575172.0,218.00,-1.942,24,
1999,771060.0,2575174.6,221.05,-1.667,24,
2000,771059.1,2575176.0,222.69,-1.555,24,
2001,771056.7,2575180.0,227.38,-1.378,24,
2002,771056.0,2575181.1,228.72,-1.298,24,
2003,771054.2,2575184.0,232.07,-1.104,24,
2004,771052.0,2575187.7,236.38,-0.881,24,
2005,771051.8,2575188.0,236.76,-0.866,24,
2006,771049.4,2575192.0,241.45,-0.684,24,
2007,771048.0,2575194.2,244.05,-0.584,24,
2008,771046.9,2575196.0,246.14,-0.464,24,
2009,771044.5,2575200.0,250.83,-0.233,24,
2010,771044.0,2575200.8,251.71,-0.191,24,
2011,771042.0,2575204.0,255.52,-0.047,24,
2012,771040.1,2575207.2,259.26,0.166,24,
2013,771159.3,2574981.8,0.00,6.506,25,
2014,771158.0,2574984.0,2.53,6.461,25,
2015,771156.0,2574987.5,6.54,5.873,25,
2016,771155.7,2574988.0,7.16,5.896,25,
2017,771153.3,2574992.0,11.80,5.821,25,
2018,771152.0,2574994.3,14.47,5.920,25,
2019,771151.0,2574996.0,16.43,5.921,25,
2020,771148.7,2575000.0,21.06,4.367,25,
2021,771148.0,2575001.1,22.39,3.264,25,
2022,771146.3,2575004.0,25.70,2.056,25,
2023,771144.0,2575008.0,30.32,1.249,25,
2024,771144.0,2575008.0,30.33,0.383,25,
2025,771141.7,2575012.0,34.96,-2.051,25,
2026,771140.0,2575014.8,38.25,-2.811,25,
2027,771139.3,2575016.0,39.60,-2.919,25,
2028,771137.0,2575020.0,44.23,-4.344,25,
2029,771136.0,2575021.7,46.17,-5.085,25,
2030,771134.6,2575024.0,48.86,-6.046,25,
2031,771132.3,2575028.0,53.50,-7.105,25,
2032,771132.0,2575028.5,54.10,-7.146,25,
2033,771130.0,2575032.0,58.13,-7.163,25,
2034,771128.0,2575035.4,62.02,-7.648,25,
2035,771127.6,2575036.0,62.76,-7.823,25,
2036,771125.3,2575040.0,67.40,-8.869,25,
2037,771124.0,2575042.2,69.95,-9.430,25,
2038,771122.9,2575044.0,72.03,-9.851,25,
2039,771120.6,2575048.0,76.67,-10.854,25,
2040,771120.0,2575049.0,77.87,-11.065,25,
2041,771118.3,2575052.0,81.30,-11.679,25,
2042,771116.0,2575055.9,85.80,-12.462,25,
2043,771115.9,2575056.0,85.93,-12.486,25,
2044,771113.6,2575060.0,90.57,-13.161,25,
2045,771112.0,2575062.7,93.72,-13.404,25,
2046,771111.3,2575064.0,95.20,-13.552,25,
2047,771108.9,2575068.0,99.83,-13.948,25,
2048,771108.0,2575069.6,101.65,-14.057,25,
2049,771106.6,2575072.0,104.47,-14.261,25,
2050,771104.2,2575076.0,109.10,-14.588,25,
2051,771104.0,2575076.4,109.58,-14.591,25,
2052,771101.9,2575080.0,113.73,-14.491,25,
2053,771100.0,2575083.3,117.50,-14.429,25,
2054,771099.6,2575084.0,118.37,-14.406,25,
2055,771097.2,2575088.0,123.00,-14.069,25,
2056,771096.0,2575090.1,125.43,-13.897,25,
2057,771094.9,2575092.0,127.63,-13.715,25,
2058,771092.5,2575096.0,132.27,-13.390,25,
2059,771092.0,2575096.9,133.35,-13.310,25,
2060,771090.2,2575100.0,136.90,-13.054,25,
2061,771088.0,2575103.8,141.28,-12.529,25,
2062,771087.9,2575104.0,141.53,-12.501,25,
2063,771085.5,2575108.0,146.17,-11.946,25,
2064,771084.0,2575110.6,149.20,-11.458,25,
2065,771083.2,2575112.0,150.80,-11.222,25,
2066,771080.9,2575116.0,155.43,-10.435,25,
2067,771080.0,2575117.5,157.13,-10.099,25,
2068,771078.5,2575120.0,160.07,-9.514,25,
2069,771076.2,2575124.0,164.70,-8.575,25,
2070,771076.0,2575124.3,165.05,-8.500,25,
2071,771073.8,2575128.0,169.33,-7.611,25,
2072,771072.0,2575131.1,172.98,-6.816,25,
2073,771071.5,2575132.0,173.97,-6.606,25,
2074,771069.2,2575136.0,178.60,-5.678,25,
2075,771068.0,2575138.0,180.91,-5.272,25,
2076,771066.8,2575140.0,183.23,-4.859,25,
2077,771064.5,2575144.0,187.87,-4.363,25,
2078,771064.0,2575144.8,188.83,-4.247,25,
2079,771062.1,2575148.0,192.50,-3.823,25,
2080,771060.0,2575151.7,196.76,-3.390,25,
2081,771059.8,2575152.0,197.13,-3.351,25,
2082,771057.5,2575156.0,201.77,-2.948,25,
2083,771056.0,2575158.5,204.68,-2.674,25,
2084,771055.1,2575160.0,206.40,-2.504,25,
2085,771052.8,2575164.0,211.03,-2.005,25,
2086,771052.0,2575165.4,212.61,-1.894,25,
2087,771050.5,2575168.0,215.67,-1.719,25,
2088,771048.1,2575172.0,220.30,-1.423,25,
2089,771048.0,2575172.2,220.53,-1.410,25,
2090,771045.8,2575176.0,224.93,-1.192,25,
2091,771044.0,2575179.0,228.46,-1.021,25,
2092,771043.4,2575180.0,229.57,-0.969,25,
2093,771041.1,2575184.0,234.20,-0.766,25,
2094,771040.0,2575185.9,236.38,-0.673,25,
2095,771038.8,2575188.0,238.83,-0.565,25,
2096,771036.4,2575192.0,243.47,-0.267,25,
2097,771036.0,2575192.7,244.31,-0.225,25,
2098,771034.1,2575196.0,248.10,-0.075,25,
2099,771032.0,2575199.6,252.24,0.047,25,
2100,771031.7,2575200.0,252.73,0.061,25,
2101,771030.8,2575201.7,254.69,0.107,25,
2102,771140.7,2574977.2,0.00,6.393,26,
2103,771140.0,2574978.4,1.45,6.334,26,
2104,771139.1,2574980.0,3.24,6.253,26,
2105,771136.9,2574984.0,7.80,6.053,26,
2106,771136.0,2574985.7,9.75,6.066,26,
2107,771134.7,2574988.0,12.37,6.112,26,
2108,771132.5,2574992.0,16.93,4.649,26,
2109,771132.0,2574993.0,18.06,3.767,26,
2110,771130.3,2574996.0,21.49,2.799,26,
2111,771128.1,2575000.0,26.06,2.420,26,
2112,771128.0,2575000.3,26.36,1.654,26,
2113,771125.9,2575004.0,30.62,0.102,26,
2114,771124.0,2575007.5,34.66,-0.420,26,
2115,771123.7,2575008.0,35.19,-0.642,26,
2116,771121.5,2575012.0,39.75,-2.232,26,
2117,771120.0,2575014.8,42.97,-3.663,26,
2118,771119.3,2575016.0,44.32,-4.288,26,
2119,771117.2,2575020.0,48.88,-5.084,26,
2120,771116.0,2575022.1,51.27,-5.394,26,
2121,771115.0,2575024.0,53.45,-5.663,26,
2122,771112.8,2575028.0,58.01,-6.577,26,
2123,771112.0,2575029.4,59.57,-6.801,26,
2124,771110.6,2575032.0,62.58,-7.347,26,
2125,771108.4,2575036.0,67.14,-8.232,26,
2126,771108.0,2575036.6,67.88,-8.423,26,
2127,771106.2,2575040.0,71.70,-9.152,26,
2128,771104.0,2575043.9,76.18,-10.171,26,
2129,771104.0,2575044.0,76.27,-10.193,26,
2130,771101.8,2575048.0,80.83,-11.414,26,
2131,771100.0,2575051.2,84.48,-12.126,26,
2132,771099.6,2575052.0,85.40,-12.299,26,
2133,771097.4,2575056.0,89.96,-13.002,26,
2134,771096.0,2575058.5,92.79,-13.411,26,
2135,771095.2,2575060.0,94.53,-13.724,26,
2136,771093.0,2575064.0,99.09,-14.359,26,
2137,771092.0,2575065.8,101.09,-14.527,26,
2138,771090.8,2575068.0,103.66,-14.826,26,
2139,771088.6,2575072.0,108.22,-15.030,26,
2140,771088.0,2575073.0,109.39,-15.018,26,
2141,771086.4,2575076.0,112.78,-14.948,26,
2142,771084.2,2575080.0,117.35,-14.451,26,
2143,771084.0,2575080.3,117.70,-14.404,26,
2144,771082.0,2575084.0,121.91,-13.814,26,
2145,771080.0,2575087.6,126.00,-13.219,26,
2146,771079.8,2575088.0,126.48,-13.145,26,
2147,771077.6,2575092.0,131.04,-12.465,26,
2148,771076.0,2575094.9,134.30,-11.997,26,
2149,771075.4,2575096.0,135.61,-11.792,26,
2150,771073.2,2575100.0,140.17,-11.177,26,
2151,771072.0,2575102.1,142.61,-10.848,26,
2152,771071.0,2575104.0,144.74,-10.537,26,
2153,771068.8,2575108.0,149.30,-9.892,26,
2154,771068.0,2575109.4,150.91,-9.731,26,
2155,771066.6,2575112.0,153.87,-9.447,26,
2156,771064.4,2575116.0,158.43,-8.947,26,
2157,771064.0,2575116.7,159.22,-8.845,26,
2158,771062.2,2575120.0,162.99,-8.372,26,
2159,771060.0,2575124.0,167.52,-7.714,26,
2160,771060.0,2575124.0,167.56,-7.709,26,
2161,771057.8,2575128.0,172.12,-7.038,26,
2162,771056.0,2575131.2,175.82,-6.349,26,
2163,771055.6,2575132.0,176.69,-6.200,26,
2164,771053.4,2575136.0,181.25,-5.314,26,
2165,771052.0,2575138.5,184.13,-4.746,26,
2166,771051.2,2575140.0,185.82,-4.418,26,
2167,771049.0,2575144.0,190.38,-3.550,26,
2168,771048.0,2575145.8,192.43,-3.211,26,
2169,771046.8,2575148.0,194.95,-2.798,26,
2170,771044.6,2575152.0,199.51,-2.330,26,
2171,771044.0,2575153.1,200.73,-2.232,26,
2172,771042.4,2575156.0,204.08,-1.994,26,
2173,771040.2,2575160.0,208.64,-1.614,26,
2174,771040.0,2575160.3,209.04,-1.586,26,
2175,771038.0,2575164.0,213.20,-1.285,26,
2176,771036.0,2575167.6,217.34,-1.078,26,
2177,771035.8,2575168.0,217.77,-1.066,26,
2178,771033.6,2575172.0,222.33,-0.957,26,
2179,771032.0,2575174.9,225.64,-0.814,26,
2180,771031.4,2575176.0,226.90,-0.763,26,
2181,771029.2,2575180.0,231.46,-0.570,26,
2182,771028.0,2575182.2,233.95,-0.417,26,
2183,771027.0,2575184.0,236.03,-0.295,26,
2184,771024.8,2575188.0,240.59,-0.116,26,
2185,771024.0,2575189.5,242.25,-0.036,26,
2186,771022.6,2575192.0,245.16,0.061,26,
2187,771021.5,2575194.1,247.53,0.097,26,
2188,771121.7,2574974.6,0.00,6.484,27,
2189,771120.9,2574976.0,1.55,6.302,27,
2190,771120.0,2574977.8,3.59,6.379,27,
2191,771118.8,2574980.0,6.07,6.328,27,
2192,771116.7,2574984.0,10.59,6.243,27,
2193,771116.0,2574985.4,12.18,6.095,27,
2194,771114.6,2574988.0,15.11,6.398,27,
2195,771112.5,2574992.0,19.63,4.772,27,
2196,771112.0,2574993.0,20.77,3.173,27,
2197,771110.4,2574996.0,24.15,2.089,27,
2198,771108.3,2575000.0,28.67,1.432,27,
2199,771108.0,2575000.6,29.36,1.183,27,
2200,771106.2,2575004.0,33.19,0.294,27,
2201,771104.1,2575008.0,37.71,-1.453,27,
2202,771104.0,2575008.2,37.96,-1.558,27,
2203,771102.0,2575012.0,42.23,-2.751,27,
2204,771100.0,2575015.8,46.55,-3.590,27,
2205,771099.9,2575016.0,46.75,-3.649,27,
2206,771097.8,2575020.0,51.27,-4.781,27,
2207,771096.0,2575023.4,55.14,-6.009,27,
2208,771095.7,2575024.0,55.79,-6.199,27,
2209,771093.6,2575028.0,60.31,-6.804,27,
2210,771092.0,2575031.0,63.73,-6.669,27,
2211,771091.5,2575032.0,64.83,-6.681,27,
2212,771089.4,2575036.0,69.35,-7.229,27,
2213,771088.0,2575038.6,72.33,-8.547,27,
2214,771087.3,2575040.0,73.87,-9.259,27,
2215,771085.2,2575044.0,78.38,-11.641,27,
2216,771084.0,2575046.2,80.92,-12.580,27,
2217,771083.1,2575048.0,82.90,-13.263,27,
2218,771081.0,2575052.0,87.42,-14.583,27,
2219,771080.0,2575053.8,89.51,-15.155,27,
2220,771078.9,2575056.0,91.94,-15.862,27,
2221,771076.8,2575060.0,96.46,-16.578,27,
2222,771076.0,2575061.5,98.10,-16.671,27,
2223,771074.7,2575064.0,100.98,-16.641,27,
2224,771072.6,2575068.0,105.50,-16.308,27,
2225,771072.0,2575069.1,106.70,-16.153,27,
2226,771070.5,2575072.0,110.02,-15.702,27,
2227,771068.3,2575076.0,114.54,-15.200,27,
2228,771068.0,2575076.7,115.29,-15.084,27,
2229,771066.2,2575080.0,119.06,-14.400,27,
2230,771064.1,2575084.0,123.58,-13.599,27,
2231,771064.0,2575084.3,123.88,-13.544,27,
2232,771062.0,2575088.0,128.10,-12.758,27,
2233,771060.0,2575091.9,132.47,-11.865,27,
2234,771059.9,2575092.0,132.62,-11.833,27,
2235,771057.8,2575096.0,137.14,-10.835,27,
2236,771056.0,2575099.5,141.07,-10.031,27,
2237,771055.7,2575100.0,141.66,-9.919,27,
2238,771053.6,2575104.0,146.18,-9.174,27,
2239,771052.0,2575107.1,149.66,-8.696,27,
2240,771051.5,2575108.0,150.70,-8.541,27,
2241,771049.4,2575112.0,155.22,-7.813,27,
2242,771048.0,2575114.7,158.25,-7.340,27,
2243,771047.3,2575116.0,159.74,-7.138,27,
2244,771045.2,2575120.0,164.26,-6.728,27,
2245,771044.0,2575122.3,166.84,-6.442,27,
2246,771043.1,2575124.0,168.78,-6.218,27,
2247,771041.0,2575128.0,173.30,-5.634,27,
2248,771040.0,2575129.9,175.43,-5.330,27,
2249,771038.9,2575132.0,177.82,-4.986,27,
2250,771036.8,2575136.0,182.34,-4.330,27,
2251,771036.0,2575137.5,184.03,-4.112,27,
2252,771034.7,2575140.0,186.86,-3.715,27,
2253,771032.6,2575144.0,191.37,-3.023,27,
2254,771032.0,2575145.1,192.62,-2.841,27,
2255,771030.5,2575148.0,195.89,-2.394,27,
2256,771028.4,2575152.0,200.41,-1.901,27,
2257,771028.0,2575152.7,201.21,-1.834,27,
2258,771026.3,2575156.0,204.93,-1.539,27,
2259,771024.2,2575160.0,209.45,-1.303,27,
2260,771024.0,2575160.3,209.80,-1.285,27,
2261,771022.1,2575164.0,213.97,-1.064,27,
2262,771020.0,2575167.9,218.40,-0.828,27,
2263,771020.0,2575168.0,218.49,-0.823,27,
2264,771017.9,2575172.0,223.01,-0.608,27,
2265,771016.0,2575175.5,226.99,-0.378,27,
2266,771015.7,2575176.0,227.53,-0.348,27,
2267,771013.6,2575180.0,232.05,-0.138,27,
2268,771012.0,2575183.1,235.58,-0.002,27,
2269,771011.5,2575184.0,236.57,0.045,27,
2270,771010.5,2575186.0,238.88,0.104,27,
2271,771096.7,2574981.8,0.00,6.892,28,
2272,771096.0,2574983.2,1.55,6.335,28,
2273,771095.6,2574984.0,2.47,6.346,28,
2274,771093.5,2574988.0,6.99,6.365,28,
2275,771092.0,2574990.8,10.11,5.266,28,
2276,771091.3,2574992.0,11.52,4.715,28,
2277,771089.2,2574996.0,16.04,4.128,28,
2278,771088.0,2574998.3,18.67,2.675,28,
2279,771087.1,2575000.0,20.57,1.824,28,
2280,771085.0,2575004.0,25.09,1.316,28,
2281,771084.0,2575005.9,27.24,0.010,28,
2282,771082.9,2575008.0,29.61,-0.700,28,
2283,771080.8,2575012.0,34.14,-2.652,28,
2284,771080.0,2575013.5,35.80,-3.270,28,
2285,771078.7,2575016.0,38.66,-4.057,28,
2286,771076.6,2575020.0,43.19,-5.959,28,
2287,771076.0,2575021.0,44.36,-6.367,28,
2288,771074.4,2575024.0,47.71,-7.415,28,
2289,771072.3,2575028.0,52.23,-8.123,28,
2290,771072.0,2575028.6,52.93,-8.325,28,
2291,771070.2,2575032.0,56.76,-9.613,28,
2292,771068.1,2575036.0,61.28,-11.006,28,
2293,771068.0,2575036.2,61.49,-11.080,28,
2294,771066.0,2575040.0,65.80,-12.588,28,
2295,771064.0,2575043.8,70.06,-13.916,28,
2296,771063.9,2575044.0,70.33,-14.006,28,
2297,771061.8,2575048.0,74.85,-15.026,28,
2298,771060.0,2575051.3,78.62,-15.455,28,
2299,771059.6,2575052.0,79.38,-15.554,28,
2300,771057.5,2575056.0,83.90,-15.870,28,
2301,771056.0,2575058.9,87.18,-15.807,28,
2302,771055.4,2575060.0,88.42,-15.780,28,
2303,771053.3,2575064.0,92.95,-15.389,28,
2304,771052.0,2575066.5,95.75,-14.960,28,
2305,771051.2,2575068.0,97.47,-14.703,28,
2306,771049.1,2575072.0,101.99,-13.880,28,
2307,771048.0,2575074.0,104.31,-13.403,28,
2308,771047.0,2575076.0,106.52,-12.956,28,
2309,771044.9,2575080.0,111.04,-12.146,28,
2310,771044.0,2575081.6,112.87,-11.862,28,
2311,771042.7,2575084.0,115.57,-11.460,28,
2312,771040.6,2575088.0,120.09,-10.724,28,
2313,771040.0,2575089.2,121.44,-10.514,28,
2314,771038.5,2575092.0,124.61,-10.002,28,
2315,771036.4,2575096.0,129.14,-9.430,28,
2316,771036.0,2575096.8,130.00,-9.312,28,
2317,771034.3,2575100.0,133.66,-8.805,28,
2318,771032.2,2575104.0,138.19,-8.177,28,
2319,771032.0,2575104.3,138.56,-8.122,28,
2320,771030.1,2575108.0,142.71,-7.542,28,
2321,771028.0,2575111.9,147.13,-7.050,28,
2322,771028.0,2575112.0,147.23,-7.038,28,
2323,771025.8,2575116.0,151.76,-6.594,28,
2324,771024.0,2575119.5,155.69,-6.142,28,
2325,771023.7,2575120.0,156.28,-6.071,28,
2326,771021.6,2575124.0,160.80,-5.397,28,
2327,771020.0,2575127.1,164.26,-4.871,28,
2328,771019.5,2575128.0,165.33,-4.703,28,
2329,771017.4,2575132.0,169.85,-3.854,28,
2330,771016.0,2575134.6,172.82,-3.358,28,
2331,771015.3,2575136.0,174.38,-3.103,28,
2332,771013.2,2575140.0,178.90,-2.551,28,
2333,771012.0,2575142.2,181.38,-2.341,28,
2334,771011.0,2575144.0,183.42,-2.170,28,
2335,771008.9,2575148.0,187.95,-1.797,28,
2336,771008.0,2575149.8,189.95,-1.723,28,
2337,771006.8,2575152.0,192.47,-1.632,28,
2338,771004.7,2575156.0,197.00,-1.478,28,
2339,771004.0,2575157.3,198.51,-1.403,28,
2340,771002.6,2575160.0,201.52,-1.320,28,
2341,771000.5,2575164.0,206.04,-1.099,28,
2342,771000.0,2575164.9,207.07,-1.043,28,
2343,770998.4,2575168.0,210.57,-0.801,28,
2344,770996.3,2575172.0,215.09,-0.250,28,
2345,770996.0,2575172.5,215.64,-0.230,28,
2346,770994.1,2575176.0,219.61,-0.017,28,
2347,770994.0,2575176.3,219.98,0.000,28,
2348,771076.0,2574986.0,0.00,6.385,29,
2349,771076.0,2574986.0,2.22,7.154,29,
2350,771075.0,2574988.0,4.68,7.140,29,
2351,771072.8,2574992.0,6.78,3.255,29,
2352,771072.0,2574993.6,7.78,2.036,29,
2353,771070.7,2574996.0,17.80,1.357,29,
2354,771068.6,2575000.0,30.29,0.450,29,
2355,771068.0,2575001.1,33.94,-3.289,29,
2356,771066.4,2575004.0,34.03,-3.323,29,
2357,771064.3,2575008.0,38.48,-5.437,29,
2358,771064.0,2575008.6,42.54,-7.241,29,
2359,771062.2,2575012.0,43.01,-7.447,29,
2360,771060.0,2575016.0,47.54,-9.284,29,
2361,771060.0,2575016.1,51.04,-10.781,29,
2362,771057.9,2575020.0,52.07,-11.189,29,
2363,771049.4,2575036.0,56.61,-12.765,29,
2364,771048.0,2575038.6,59.55,-13.554,29,
2365,771047.3,2575040.0,61.14,-14.072,29,
2366,771045.1,2575044.0,65.67,-15.135,29,
2367,771044.0,2575046.1,68.05,-16.063,29,
2368,771043.0,2575048.0,70.20,-16.624,29,
2369,771040.9,2575052.0,74.74,-16.640,29,
2370,771040.0,2575053.6,76.56,-16.590,29,
2371,771038.7,2575056.0,79.27,-16.504,29,
2372,771036.6,2575060.0,83.80,-15.922,29,
2373,771036.0,2575061.1,85.06,-15.682,29,
2374,771034.5,2575064.0,88.33,-14.949,29,
2375,771032.3,2575068.0,92.87,-14.062,29,
2376,771032.0,2575068.6,93.57,-13.928,29,
2377,771030.2,2575072.0,97.40,-13.204,29,
2378,771028.1,2575076.0,101.93,-12.294,29,
2379,771028.0,2575076.1,102.07,-12.269,29,
2380,771025.9,2575080.0,106.46,-11.557,29,
2381,771024.0,2575083.6,110.58,-10.914,29,
2382,771023.8,2575084.0,111.00,-10.851,29,
2383,771021.7,2575088.0,115.53,-10.101,29,
2384,771020.0,2575091.1,119.09,-9.466,29,
2385,771019.5,2575092.0,120.06,-9.287,29,
2386,771017.4,2575096.0,124.59,-8.501,29,
2387,771016.0,2575098.6,127.59,-7.991,29,
2388,771015.3,2575100.0,129.13,-7.736,29,
2389,771013.1,2575104.0,133.66,-7.047,29,
2390,771012.0,2575106.2,136.10,-6.672,29,
2391,771011.0,2575108.0,138.19,-6.354,29,
2392,771008.9,2575112.0,142.72,-5.715,29,
2393,771008.0,2575113.7,144.60,-5.483,29,
2394,771006.8,2575116.0,147.26,-5.137,29,
2395,771004.6,2575120.0,151.79,-4.541,29,
2396,771004.0,2575121.2,153.11,-4.365,29,
2397,771002.5,2575124.0,156.32,-3.967,29,
2398,771000.4,2575128.0,160.85,-3.458,29,
2399,771000.0,2575128.7,161.61,-3.386,29,
2400,770998.2,2575132.0,165.39,-3.061,29,
2401,770996.1,2575136.0,169.92,-2.890,29,
2402,770996.0,2575136.2,170.12,-2.889,29,
2403,770994.0,2575140.0,174.45,-3.041,29,
2404,770992.0,2575143.7,178.63,-2.958,29,
2405,770991.8,2575144.0,178.98,-2.950,29,
2406,770989.7,2575148.0,183.52,-2.770,29,
2407,770988.0,2575151.2,187.13,-2.677,29,
2408,770987.6,2575152.0,188.05,-2.635,29,
2409,770985.4,2575156.0,192.58,-2.413,29,
2410,770984.0,2575158.7,195.64,-2.217,29,
2411,770983.3,2575160.0,197.11,-2.133,29,
2412,770981.2,2575164.0,201.65,-1.981,29,
2413,770980.0,2575166.2,204.14,-1.881,29,
2414,770979.0,2575168.0,206.18,-1.828,29,
2415,770976.9,2575172.0,210.71,-1.679,29,
2416,770976.6,2575172.5,211.30,-1.668,29,
2417,771057.0,2574978.9,0.00,6.262,30,
2418,771056.4,2574980.0,5.24,6.250,30,
2419,771056.0,2574980.7,8.16,7.079,30,
2420,771054.2,2574984.0,15.52,7.005,30,
2421,771052.1,2574988.0,21.20,7.048,30,
2422,771052.0,2574988.2,21.87,5.404,30,
2423,771050.0,2574992.0,23.93,4.876,30,
2424,771048.0,2574995.8,25.01,3.947,30,
2425,771047.9,2574996.0,26.29,2.402,30,
2426,771045.8,2575000.0,28.84,1.570,30,
2427,771044.0,2575003.3,31.66,1.297,30,
2428,771043.6,2575004.0,32.52,0.302,30,
2429,771041.5,2575008.0,33.00,-1.876,30,
2430,771040.0,2575010.8,36.21,-2.245,30,
2431,771039.4,2575012.0,37.52,-2.330,30,
2432,771037.3,2575016.0,42.05,-4.115,30,
2433,771036.0,2575018.4,44.74,-6.170,30,
2434,771035.1,2575020.0,46.58,-7.830,30,
2435,771033.0,2575024.0,51.11,-11.474,30,
2436,771032.0,2575025.9,53.27,-12.695,30,
2437,771030.9,2575028.0,55.64,-13.871,30,
2438,771028.8,2575032.0,60.17,-14.866,30,
2439,771028.0,2575033.4,61.81,-15.033,30,
2440,771026.6,2575036.0,64.69,-14.946,30,
2441,771024.5,2575040.0,69.22,-15.402,30,
2442,771024.0,2575041.0,70.34,-15.411,30,
2443,771022.4,2575044.0,73.75,-15.241,30,
2444,771020.3,2575048.0,78.28,-15.053,30,
2445,771020.0,2575048.5,78.87,-14.999,30,
2446,771018.2,2575052.0,82.81,-14.610,30,
2447,771016.0,2575056.0,87.34,-14.060,30,
2448,771016.0,2575056.1,87.40,-14.050,30,
2449,771013.9,2575060.0,91.87,-13.357,30,
2450,771012.0,2575063.6,95.94,-12.636,30,
2451,771011.8,2575064.0,96.39,-12.552,30,
2452,771009.7,2575068.0,100.92,-11.868,30,
2453,771008.0,2575071.1,104.47,-11.368,30,
2454,771007.5,2575072.0,105.45,-11.238,30,
2455,771005.4,2575076.0,109.98,-10.557,30,
2456,771004.0,2575078.7,113.00,-10.072,30,
2457,771003.3,2575080.0,114.51,-9.827,30,
2458,771001.2,2575084.0,119.04,-9.110,30,
2459,771000.0,2575086.2,121.53,-8.734,30,
2460,770999.0,2575088.0,123.56,-8.440,30,
2461,770996.9,2575092.0,128.09,-7.821,30,
2462,770996.0,2575093.7,130.06,-7.539,30,
2463,770994.8,2575096.0,132.62,-7.176,30,
2464,770992.7,2575100.0,137.15,-6.519,30,
2465,770992.0,2575101.3,138.60,-6.329,30,
2466,770990.6,2575104.0,141.68,-5.932,30,
2467,770988.4,2575108.0,146.21,-5.422,30,
2468,770988.0,2575108.8,147.13,-5.344,30,
2469,770986.3,2575112.0,150.74,-5.130,30,
2470,770984.2,2575116.0,155.26,-4.953,30,
2471,770984.0,2575116.3,155.66,-4.933,30,
2472,770982.1,2575120.0,159.79,-4.961,30,
2473,770980.0,2575123.9,164.19,-5.294,30,
2474,770979.9,2575124.0,164.32,-5.295,30,
2475,770977.8,2575128.0,168.85,-5.075,30,
2476,770976.0,2575131.4,172.72,-4.827,30,
2477,770975.7,2575132.0,173.38,-4.782,30,
2478,770973.6,2575136.0,177.91,-4.495,30,
2479,770972.0,2575139.0,181.26,-4.285,30,
2480,770971.4,2575140.0,182.44,-4.201,30,
2481,770969.3,2575144.0,186.96,-3.884,30,
2482,770968.0,2575146.5,189.79,-3.672,30,
2483,770967.2,2575148.0,191.49,-3.539,30,
2484,770965.1,2575152.0,196.02,-3.281,30,
2485,770964.0,2575154.0,198.32,-3.198,30,
2486,770963.0,2575156.0,200.55,-3.135,30,
2487,770960.8,2575160.0,205.08,-2.984,30,
2488,770960.0,2575161.6,206.85,-2.909,30,
2489,770958.7,2575164.0,209.61,-2.781,30,
2490,770958.5,2575164.5,210.15,-2.762,30,
2491,771038.8,2574973.1,0.00,6.210,31,
2492,771037.2,2574976.0,8.10,6.373,31,
2493,771036.0,2574978.2,9.50,7.109,31,
2494,771035.0,2574980.0,14.78,7.088,31,
2495,771032.8,2574984.0,21.08,7.027,31,
2496,771032.0,2574985.5,22.28,6.706,31,
2497,771030.6,2574988.0,22.99,3.305,31,
2498,771028.5,2574992.0,24.96,2.071,31,
2499,771028.0,2574992.8,27.15,1.417,31,
2500,771026.3,2574996.0,29.75,0.562,31,
2501,771024.1,2575000.0,30.63,-3.401,31,
2502,771024.0,2575000.2,30.83,-3.447,31,
2503,771021.9,2575004.0,35.19,-4.587,31,
2504,771020.0,2575007.5,39.19,-8.291,31,
2505,771019.7,2575008.0,39.74,-8.748,31,
2506,771017.6,2575012.0,44.30,-9.048,31,
2507,771016.0,2575014.9,47.54,-10.022,31,
2508,771015.4,2575016.0,48.85,-10.317,31,
2509,771013.2,2575020.0,53.41,-11.128,31,
2510,771012.0,2575022.2,55.90,-11.584,31,
2511,771011.0,2575024.0,57.96,-12.010,31,
2512,771008.8,2575028.0,62.52,-13.075,31,
2513,771008.0,2575029.5,64.26,-13.350,31,
2514,771006.7,2575032.0,67.07,-13.646,31,
2515,771004.5,2575036.0,71.63,-13.974,31,
2516,771004.0,2575036.9,72.62,-13.994,31,
2517,771002.3,2575040.0,76.19,-14.001,31,
2518,771000.1,2575044.0,80.74,-13.674,31,
