N,E,Date,Time,RL,Others,Section No
2646915.88,715472.95,16-11-2024,23:49.8,13.82,-55.88,2
2646917.46,715472,16-11-2024,23:50.8,14.73,-56.74,2
2646919.08,715471.01,16-11-2024,23:51.9,15.55,-57.63,2
2646920.6,715469.9,16-11-2024,23:52.7,16.18,-58.23,2
2646922,715468.74,16-11-2024,23:53.8,16.7,-58.78,2
2646923.2,715467.5,16-11-2024,23:54.7,17.12,-59.21,2
2646924.18,715466.22,16-11-2024,23:55.7,17.38,-59.47,2
2646924.9,715464.91,16-11-2024,23:56.9,17.63,-59.82,2
2646925.43,715463.63,16-11-2024,23:57.7,17.71,-59.91,2
2646925.82,715462.34,16-11-2024,23:58.8,17.74,-59.91,2
2646926.14,715461.01,16-11-2024,23:59.7,17.76,-59.92,2
2646926.38,715459.59,16-11-2024,24:00.7,17.73,-59.86,2
2646926.53,715458.08,16-11-2024,24:01.9,17.66,-59.81,2
2646926.59,715456.49,16-11-2024,24:02.7,17.59,-59.69,2
2646926.64,715454.83,16-11-2024,24:03.7,17.52,-59.62,2
2646926.62,715453.13,16-11-2024,24:04.8,17.43,-59.53,2
2646926.58,715451.37,16-11-2024,24:05.7,17.34,-59.44,2
2646926.55,715449.55,16-11-2024,24:06.9,17.27,-59.33,2
2646926.54,715447.77,16-11-2024,24:07.7,17.19,-59.23,2
2646926.64,715446.04,16-11-2024,24:08.8,17.11,-59.17,2
2646926.83,715444.42,16-11-2024,24:09.7,17.02,-59.08,2
2646927.14,715442.97,16-11-2024,24:11.7,16.92,-58.98,2
2646927.94,715440.43,16-11-2024,24:12.7,16.8,-58.84,2
2646928.47,715439.37,16-11-2024,24:13.7,16.66,-58.74,2
2646929.1,715438.34,16-11-2024,24:14.8,16.52,-58.56,2
2646929.85,715437.29,16-11-2024,24:15.7,16.37,-58.42,2
2646930.69,715436.21,16-11-2024,24:16.9,16.19,-58.24,2
2646931.6,715435.11,16-11-2024,24:17.7,15.97,-58.02,2
2646932.6,715433.94,16-11-2024,24:18.7,15.72,-57.79,2
2646933.68,715432.72,16-11-2024,24:19.7,15.45,-57.51,2
2646934.82,715431.41,16-11-2024,24:20.7,15.17,-57.27,2
2646935.98,715430.05,16-11-2024,24:21.9,14.88,-57.01,2
2646937.18,715428.67,16-11-2024,24:22.8,14.58,-56.7,2
2646938.4,715427.19,16-11-2024,24:23.9,14.27,-56.34,2
2646939.65,715425.65,16-11-2024,24:24.8,13.97,-56.08,2
2646940.93,715424.05,16-11-2024,24:25.7,13.67,-55.76,2
2646942.23,715422.39,16-11-2024,24:26.9,13.36,-55.45,2
2646943.54,715420.67,16-11-2024,24:27.8,13.06,-55.14,2
2646944.89,715418.89,16-11-2024,24:28.8,12.78,-54.88,2
2646946.24,715417.08,16-11-2024,24:29.8,12.51,-54.62,2
2646947.59,715415.2,16-11-2024,24:30.8,12.25,-54.34,2
2646948.95,715413.28,16-11-2024,24:31.9,11.98,-54.05,2
2646950.31,715411.31,16-11-2024,24:32.7,11.7,-53.83,2
2646951.68,715409.32,16-11-2024,24:33.7,11.41,-53.53,2
2646953.04,715407.29,16-11-2024,24:34.7,11.12,-53.2,2
2646954.38,715405.23,16-11-2024,24:35.7,10.84,-52.91,2
2646955.73,715403.13,16-11-2024,24:36.9,10.56,-52.66,2
2646957.05,715400.98,16-11-2024,24:37.8,10.31,-52.43,2
2646958.33,715398.81,16-11-2024,24:38.8,10.08,-52.24,2
2646959.58,715396.61,16-11-2024,24:39.8,9.86,-52.04,2
2646960.8,715394.4,16-11-2024,24:40.7,9.73,-51.9,2
2646962,715392.15,16-11-2024,24:41.9,9.6,-51.77,2
2646963.19,715389.86,16-11-2024,24:42.8,9.48,-51.67,2
2646964.37,715387.56,16-11-2024,24:43.7,9.39,-51.61,2
2646965.55,715385.23,16-11-2024,24:44.7,9.32,-51.57,2
2646935.41,715400.17,16-11-2024,26:27.0,13.43,-55.9,3
2646934.64,715401.6,16-11-2024,26:27.8,13.58,-56.06,3
2646933.86,715403.02,16-11-2024,26:28.8,13.65,-56.12,3
2646933.08,715404.39,16-11-2024,26:29.8,13.74,-56.2,3
2646932.28,715405.75,16-11-2024,26:30.7,13.84,-56.28,3
2646931.47,715407.1,16-11-2024,26:31.9,13.94,-56.35,3
2646930.67,715408.44,16-11-2024,26:32.8,14.05,-56.46,3
2646929.88,715409.75,16-11-2024,26:33.8,14.23,-56.62,3
2646929.09,715411.05,16-11-2024,26:34.7,14.43,-56.84,3
2646928.3,715412.33,16-11-2024,26:35.7,14.63,-57.01,3
2646927.51,715413.59,16-11-2024,26:36.9,14.84,-57.25,3
2646925.96,715416.09,16-11-2024,26:38.8,15.05,-57.42,3
2646926.74,715414.83,16-11-2024,26:38.7,15.26,-57.63,3
2646925.19,715417.33,16-11-2024,26:39.7,15.46,-57.8,3
2646924.44,715418.57,16-11-2024,26:40.8,15.63,-57.93,3
2646923.69,715419.8,16-11-2024,26:41.9,15.76,-58.03,3
2646922.2,715422.23,16-11-2024,26:43.8,15.86,-58.11,3
2646922.94,715421.02,16-11-2024,26:43.7,15.91,-58.16,3
2646921.46,715423.43,16-11-2024,26:44.8,15.92,-58.15,3
2646920.72,715424.62,16-11-2024,26:45.8,15.89,-58.1,3
2646920.01,715425.83,16-11-2024,26:46.9,15.83,-58.04,3
2646919.31,715427.03,16-11-2024,26:47.8,15.72,-57.99,3
2646918.63,715428.25,16-11-2024,26:48.8,15.58,-57.88,3
2646917.94,715429.5,16-11-2024,26:49.7,15.4,-57.68,3
2646917.31,715430.72,16-11-2024,26:50.8,15.19,-57.49,3
2646916.71,715431.95,16-11-2024,26:51.9,14.98,-57.26,3
2646916.14,715433.17,16-11-2024,26:52.8,14.81,-57.11,3
2646915.58,715434.41,16-11-2024,26:53.8,14.68,-56.92,3
2646915.07,715435.59,16-11-2024,26:54.7,14.6,-56.81,3
2646914.6,715436.74,16-11-2024,26:55.7,14.55,-56.79,3
2646914.17,715437.83,16-11-2024,26:56.9,14.54,-56.83,3
2646913.77,715438.89,16-11-2024,26:57.8,14.56,-56.87,3
2646913.39,715439.92,16-11-2024,26:58.7,14.62,-56.92,3
2646913.04,715440.92,16-11-2024,26:59.7,14.71,-57.03,3
2646912.71,715441.88,16-11-2024,27:00.7,14.83,-57.17,3
2646912.38,715442.82,16-11-2024,27:01.9,14.97,-57.26,3
2646912.08,715443.77,16-11-2024,27:02.8,15.11,-57.38,3
2646911.84,715444.7,16-11-2024,27:03.7,15.19,-57.5,3
2646911.6,715445.62,16-11-2024,27:04.8,15.23,-57.55,3
2646911.36,715446.56,16-11-2024,27:05.8,15.23,-57.49,3
2646911.15,715447.45,16-11-2024,27:07.0,15.17,-57.41,3
2646910.97,715448.39,16-11-2024,27:07.8,15.07,-57.31,3
2646910.73,715449.32,16-11-2024,27:08.8,14.93,-57.19,3
2646910.45,715450.26,16-11-2024,27:09.8,14.75,-57,3
2646910.18,715451.22,16-11-2024,27:10.7,14.52,-56.78,3
2646909.96,715452.17,16-11-2024,27:11.9,14.26,-56.55,3
2646909.75,715453.14,16-11-2024,27:12.7,13.96,-56.24,3
2646909.53,715454.13,16-11-2024,27:13.8,13.64,-55.89,3
2646909.31,715455.07,16-11-2024,27:14.7,13.31,-55.54,3
2646909.11,715456.05,16-11-2024,27:15.7,12.97,-55.21,3
2646908.93,715457,16-11-2024,27:16.9,12.62,-54.89,3
2646908.77,715457.98,16-11-2024,27:17.8,12.26,-54.56,3
2646908.62,715458.94,16-11-2024,27:18.8,11.9,-54.22,3
2646908.46,715459.91,16-11-2024,27:19.8,11.54,-53.82,3
2646908.34,715460.89,16-11-2024,27:20.8,11.17,-53.47,3
2646908.23,715461.82,16-11-2024,27:21.9,10.8,-53.15,3
2646908.1,715462.77,16-11-2024,27:22.8,10.43,-52.78,3
2646908,715463.67,16-11-2024,27:23.8,10.07,-52.47,3
2646907.93,715464.59,16-11-2024,27:24.9,9.71,-52.1,3
2646907.89,715465.48,16-11-2024,27:25.8,9.36,-51.77,3
2646907.82,715466.35,16-11-2024,27:26.9,9.03,-51.43,3
2646907.73,715467.14,16-11-2024,27:27.7,8.71,-51.1,3
2646907.6,715467.85,16-11-2024,27:28.8,8.41,-50.85,3
2646907.44,715468.55,16-11-2024,27:29.7,8.13,-50.58,3
2646907.29,715469.21,16-11-2024,27:30.7,7.87,-50.33,3
2646907.14,715469.88,16-11-2024,27:31.9,7.64,-50.1,3
2646907,715470.49,16-11-2024,27:32.7,7.43,-49.93,3
2646906.86,715471.05,16-11-2024,27:33.7,7.24,-49.76,3
2646906.72,715471.57,16-11-2024,27:34.8,7.07,-49.59,3
2646906.61,715472.06,16-11-2024,27:35.8,6.98,-49.51,3
2646906.54,715472.55,16-11-2024,27:36.9,6.89,-49.43,3
2646906.5,715473,16-11-2024,27:37.7,6.82,-49.38,3
2646906.47,715473.43,16-11-2024,27:38.7,6.75,-49.3,3
2646906.44,715473.85,16-11-2024,27:39.7,6.69,-49.25,3
2646904.52,715472.59,16-11-2024,28:08.8,5.36,-47.7,4
2646904.71,715472.22,16-11-2024,28:09.7,5.49,-47.85,4
2646904.88,715471.79,16-11-2024,28:10.7,5.77,-48.12,4
2646905.01,715471.27,16-11-2024,28:12.0,5.97,-48.33,4
2646905.06,715470.66,16-11-2024,28:12.7,6.02,-48.39,4
2646904.99,715470,16-11-2024,28:13.7,6.05,-48.41,4
2646904.88,715469.34,16-11-2024,28:14.7,6.12,-48.54,4
2646904.74,715468.8,16-11-2024,28:15.8,6.28,-48.64,4
2646904.7,715468.33,16-11-2024,28:17.0,6.47,-48.87,4
2646904.72,715467.95,16-11-2024,28:17.7,6.64,-49.01,4
2646904.83,715467.64,16-11-2024,28:18.8,6.81,-49.18,4
2646904.98,715467.35,16-11-2024,28:19.8,6.98,-49.32,4
2646905.16,715467.03,16-11-2024,28:20.8,7.22,-49.57,4
2646905.33,715466.65,16-11-2024,28:21.9,7.35,-49.69,4
2646905.51,715466.22,16-11-2024,28:22.7,7.49,-49.83,4
2646905.68,715465.73,16-11-2024,28:23.8,7.76,-50.08,4
2646905.86,715465.24,16-11-2024,28:24.8,8.11,-50.43,4
2646906.02,715464.74,16-11-2024,28:25.8,8.44,-50.72,4
2646906.21,715464.22,16-11-2024,28:26.9,8.79,-51.04,4
2646906.38,715463.69,16-11-2024,28:27.8,9.15,-51.37,4
2646906.57,715463.14,16-11-2024,28:28.8,9.51,-51.74,4
2646906.79,715462.58,16-11-2024,28:29.8,9.93,-52.17,4
2646907,715461.98,16-11-2024,28:30.7,10.38,-52.65,4
2646907.24,715461.32,16-11-2024,28:31.9,10.83,-53.11,4
2646907.48,715460.58,16-11-2024,28:32.7,11.21,-53.5,4
2646907.73,715459.8,16-11-2024,28:33.8,11.62,-53.92,4
2646908.02,715458.98,16-11-2024,28:34.8,12.1,-54.4,4
2646908.34,715458.15,16-11-2024,28:35.8,12.57,-54.87,4
2646908.73,715457.38,16-11-2024,28:36.9,12.98,-55.29,4
2646909.19,715456.69,16-11-2024,28:37.8,13.38,-55.69,4
2646909.69,715456,16-11-2024,28:38.8,13.83,-56.14,4
2646910.21,715455.23,16-11-2024,28:39.7,14.27,-56.57,4
2646910.75,715454.35,16-11-2024,28:40.8,14.64,-56.95,4
2646911.27,715453.35,16-11-2024,28:41.9,15.03,-57.34,4
2646911.78,715452.26,16-11-2024,28:42.7,15.39,-57.71,4
2646912.25,715451.1,16-11-2024,28:43.7,15.76,-58.09,4
2646912.69,715449.86,16-11-2024,28:44.8,16.08,-58.41,4
2646913.08,715448.58,16-11-2024,28:45.8,16.31,-58.66,4
2646913.46,715447.32,16-11-2024,28:46.9,16.49,-58.83,4
2646913.85,715446.06,16-11-2024,28:47.8,16.69,-59.04,4
2646914.27,715444.79,16-11-2024,28:48.8,16.87,-59.22,4
2646914.76,715443.57,16-11-2024,28:49.7,16.99,-59.34,4
2646915.31,715442.41,16-11-2024,28:50.8,17.04,-59.39,4
2646915.93,715441.28,16-11-2024,28:51.9,17.08,-59.43,4
2646916.65,715440.13,16-11-2024,28:52.7,17.05,-59.41,4
2646917.46,715438.92,16-11-2024,28:53.8,16.99,-59.35,4
2646918.34,715437.62,16-11-2024,28:54.8,16.93,-59.29,4
2646919.3,715436.24,16-11-2024,28:55.7,16.87,-59.23,4
2646920.3,715434.79,16-11-2024,28:56.9,16.82,-59.19,4
2646921.32,715433.26,16-11-2024,28:57.8,16.72,-59.09,4
2646922.34,715431.68,16-11-2024,28:58.7,16.57,-58.95,4
2646923.33,715430.03,16-11-2024,28:59.8,16.42,-58.81,4
2646924.27,715428.35,16-11-2024,29:00.7,16.28,-58.67,4
2646925.18,715426.65,16-11-2024,29:01.9,16.12,-58.52,4
2646926.06,715424.91,16-11-2024,29:02.8,15.92,-58.33,4
2646926.89,715423.2,16-11-2024,29:03.8,15.71,-58.12,4
2646927.66,715421.54,16-11-2024,29:04.8,15.51,-57.93,4
2646928.39,715419.92,16-11-2024,29:05.8,15.3,-57.72,4
2646929.08,715418.33,16-11-2024,29:06.9,15.08,-57.5,4
2646929.75,715416.79,16-11-2024,29:07.8,14.81,-57.23,4
2646930.38,715415.35,16-11-2024,29:08.7,14.56,-56.99,4
2646930.95,715414.03,16-11-2024,29:09.8,14.3,-56.73,4
2646931.51,715412.81,16-11-2024,29:10.8,13.99,-56.41,4
2646932.09,715411.64,16-11-2024,29:11.9,13.68,-56.11,4
2646932.71,715410.54,16-11-2024,29:12.8,13.38,-55.81,4
2646933.39,715409.49,16-11-2024,29:13.7,13.14,-55.57,4
2646934.11,715408.49,16-11-2024,29:14.7,12.91,-55.34,4
2646935.72,715406.63,16-11-2024,29:17.0,12.7,-55.12,4
2646934.88,715407.54,16-11-2024,29:16.9,12.48,-54.9,4
2646936.63,715405.76,16-11-2024,29:17.7,12.26,-54.67,4
2646937.6,715404.94,16-11-2024,29:18.7,12.07,-54.46,4
2646938.62,715404.14,16-11-2024,29:19.7,11.89,-54.29,4
2646939.69,715403.35,16-11-2024,29:20.8,11.75,-54.13,4
2646940.84,715402.54,16-11-2024,29:21.9,11.66,-54.08,4
2646942.02,715401.73,16-11-2024,29:22.8,11.55,-53.96,4
2646943.2,715400.89,16-11-2024,29:23.7,11.43,-53.85,4
2646944.34,715400.03,16-11-2024,29:24.8,11.31,-53.74,4
2646945.42,715399.17,16-11-2024,29:25.8,11.19,-53.63,4
2646946.42,715398.3,16-11-2024,29:26.9,11.05,-53.49,4
2646947.34,715397.44,16-11-2024,29:27.7,10.92,-53.37,4
2646948.19,715396.57,16-11-2024,29:28.7,10.78,-53.22,4
2646948.97,715395.7,16-11-2024,29:29.8,10.64,-53.09,4
2646949.68,715394.82,16-11-2024,29:30.7,10.5,-52.95,4
2646950.34,715393.96,16-11-2024,29:31.9,10.36,-52.81,4
2646950.99,715393.07,16-11-2024,29:32.7,10.22,-52.67,4
2646951.64,715392.1,16-11-2024,29:33.7,10.1,-52.56,4
2646952.27,715391.05,16-11-2024,29:34.7,9.99,-52.44,4
2646952.92,715389.92,16-11-2024,29:35.7,9.89,-52.35,4
2646953.56,715388.7,16-11-2024,29:36.9,9.8,-52.26,4
2646954.19,715387.4,16-11-2024,29:37.7,9.74,-52.2,4
2646954.82,715386.03,16-11-2024,29:38.8,9.69,-52.16,4
2646955.44,715384.59,16-11-2024,29:39.7,9.64,-52.11,4
2646956.07,715383.11,16-11-2024,29:40.8,9.59,-52.06,4
2646956.7,715381.63,16-11-2024,29:41.9,9.56,-52.04,4
2646927.49,715357.22,16-11-2024,30:48.7,11.77,-54.25,5
2646927.1,715358.12,16-11-2024,30:49.7,11.83,-54.32,5
2646926.66,715359.01,16-11-2024,30:50.8,11.85,-54.29,5
2646926.19,715359.94,16-11-2024,30:51.9,11.88,-54.31,5
2646925.71,715360.91,16-11-2024,30:52.7,11.9,-54.31,5
2646925.21,715361.93,16-11-2024,30:53.7,11.93,-54.37,5
2646924.71,715363.01,16-11-2024,30:54.8,11.96,-54.4,5
2646924.23,715364.14,16-11-2024,30:56.7,12.01,-54.46,5
2646923.23,715366.45,16-11-2024,30:57.8,12.09,-54.58,5
2646922.69,715367.66,16-11-2024,30:58.8,12.16,-54.63,5
2646922.14,715368.92,16-11-2024,30:59.8,12.23,-54.7,5
2646921.55,715370.22,16-11-2024,31:00.9,12.32,-54.77,5
2646920.93,715371.59,16-11-2024,31:02.0,12.4,-54.85,5
2646920.32,715373.03,16-11-2024,31:02.8,12.49,-54.94,5
2646919.69,715374.54,16-11-2024,31:03.8,12.58,-55,5
2646919.1,715376.09,16-11-2024,31:04.8,12.69,-55.13,5
2646918.53,715377.71,16-11-2024,31:05.7,12.77,-55.22,5
2646918,715379.41,16-11-2024,31:07.0,12.85,-55.28,5
2646917.48,715381.16,16-11-2024,31:07.8,12.93,-55.37,5
2646916.97,715382.96,16-11-2024,31:08.8,12.99,-55.41,5
2646916.49,715384.82,16-11-2024,31:09.7,13.06,-55.51,5
2646916.01,715386.74,16-11-2024,31:10.7,13.14,-55.61,5
2646915.52,715388.73,16-11-2024,31:11.9,13.21,-55.69,5
2646914.99,715390.69,16-11-2024,31:12.7,13.28,-55.7,5
2646914.48,715392.55,16-11-2024,31:13.7,13.36,-55.79,5
2646913.94,715394.32,16-11-2024,31:14.7,13.45,-55.84,5
2646913.38,715395.97,16-11-2024,31:15.7,13.51,-55.85,5
2646912.84,715397.49,16-11-2024,31:16.9,13.61,-55.98,5
2646912.29,715398.94,16-11-2024,31:17.7,13.71,-56.07,5
2646911.71,715400.3,16-11-2024,31:18.8,13.82,-56.23,5
2646911.12,715401.62,16-11-2024,31:19.8,13.94,-56.36,5
2646910.51,715402.89,16-11-2024,31:20.7,14.07,-56.49,5
2646909.88,715404.12,16-11-2024,31:21.9,14.18,-56.62,5
2646909.22,715405.34,16-11-2024,31:22.8,14.34,-56.76,5
2646908.53,715406.55,16-11-2024,31:23.8,14.46,-56.88,5
2646907.84,715407.76,16-11-2024,31:24.7,14.58,-57.01,5
2646907.19,715408.92,16-11-2024,31:25.8,14.7,-57.16,5
2646906.53,715410.07,16-11-2024,31:26.9,14.84,-57.31,5
2646905.92,715411.23,16-11-2024,31:27.7,14.96,-57.45,5
2646905.33,715412.4,16-11-2024,31:28.8,15.08,-57.59,5
2646904.74,715413.58,16-11-2024,31:29.8,15.19,-57.68,5
2646904.18,715414.75,16-11-2024,31:30.8,15.3,-57.8,5
2646903.67,715415.89,16-11-2024,31:32.0,15.41,-57.96,5
2646903.18,715417.01,16-11-2024,31:32.8,15.5,-58.08,5
2646902.72,715418.09,16-11-2024,31:33.8,15.56,-58.12,5
2646902.3,715419.16,16-11-2024,31:34.8,15.65,-58.17,5
2646901.93,715420.2,16-11-2024,31:35.8,15.72,-58.18,5
2646901.56,715421.16,16-11-2024,31:36.9,15.8,-58.27,5
2646901.23,715422.09,16-11-2024,31:37.7,15.85,-58.37,5
2646900.9,715423.04,16-11-2024,31:38.8,15.91,-58.44,5
2646900.6,715423.95,16-11-2024,31:39.8,15.97,-58.51,5
2646900.3,715424.88,16-11-2024,31:40.8,16.04,-58.57,5
2646899.97,715425.82,16-11-2024,31:41.9,16.07,-58.6,5
2646899.63,715426.77,16-11-2024,31:42.8,16.08,-58.61,5
2646899.28,715427.72,16-11-2024,31:43.8,16.08,-58.61,5
2646898.93,715428.67,16-11-2024,31:44.7,16.06,-58.59,5
2646898.59,715429.61,16-11-2024,31:45.8,16.02,-58.56,5
2646898.25,715430.55,16-11-2024,31:47.0,15.98,-58.51,5
2646897.93,715431.47,16-11-2024,31:47.7,15.93,-58.49,5
2646897.61,715432.34,16-11-2024,31:48.7,15.87,-58.48,5
2646897.29,715433.21,16-11-2024,31:49.8,15.77,-58.41,5
2646896.97,715434.06,16-11-2024,31:50.8,15.63,-58.26,5
2646896.64,715434.92,16-11-2024,31:51.9,15.41,-58.02,5
2646896.29,715435.78,16-11-2024,31:52.7,15.2,-57.74,5
2646895.95,715436.61,16-11-2024,31:53.8,14.96,-57.51,5
2646895.6,715437.43,16-11-2024,31:54.8,14.72,-57.27,5
2646895.27,715438.23,16-11-2024,31:55.7,14.43,-57.03,5
2646894.96,715439.02,16-11-2024,31:56.9,14.13,-56.8,5
2646894.65,715439.84,16-11-2024,31:57.7,13.79,-56.48,5
2646894.36,715440.65,16-11-2024,31:58.8,13.41,-56.12,5
2646894.09,715441.49,16-11-2024,31:59.8,13.04,-55.74,5
2646893.87,715442.29,16-11-2024,32:00.7,12.67,-55.39,5
2646893.69,715443.08,16-11-2024,32:01.9,12.3,-54.99,5
2646893.54,715443.86,16-11-2024,32:02.8,11.94,-54.63,5
2646893.43,715444.6,16-11-2024,32:03.7,11.54,-54.27,5
2646893.34,715445.34,16-11-2024,32:04.8,11.2,-53.93,5
2646893.3,715446.09,16-11-2024,32:05.8,10.86,-53.58,5
2646893.29,715446.83,16-11-2024,32:06.9,10.56,-53.28,5
2646893.31,715447.55,16-11-2024,32:07.8,10.25,-52.96,5
2646893.34,715448.27,16-11-2024,32:08.8,9.96,-52.63,5
2646893.36,715448.98,16-11-2024,32:09.8,9.71,-52.36,5
2646893.38,715449.66,16-11-2024,32:10.8,9.44,-52.09,5
2646893.43,715450.34,16-11-2024,32:11.9,9.24,-51.89,5
2646893.48,715451.03,16-11-2024,32:12.8,9.06,-51.71,5
2646893.54,715451.72,16-11-2024,32:13.8,8.93,-51.52,5
2646893.63,715452.39,16-11-2024,32:14.7,8.78,-51.37,5
2646893.74,715453.05,16-11-2024,32:15.7,8.63,-51.24,5
2646893.86,715453.72,16-11-2024,32:16.9,8.47,-51.09,5
2646894.03,715454.36,16-11-2024,32:17.8,8.31,-50.95,5
2646894.21,715455.03,16-11-2024,32:18.8,8.2,-50.83,5
2646894.43,715455.68,16-11-2024,32:19.7,8.1,-50.73,5
2646894.66,715456.33,16-11-2024,32:20.7,7.99,-50.66,5
2646894.89,715456.96,16-11-2024,32:21.9,7.86,-50.54,5
2646895.12,715457.58,16-11-2024,32:22.8,7.71,-50.36,5
2646895.31,715458.18,16-11-2024,32:23.8,7.51,-50.14,5
2646895.46,715458.73,16-11-2024,32:24.8,7.32,-49.93,5
2646895.55,715459.21,16-11-2024,32:25.8,7.18,-49.75,5
2646895.59,715459.66,16-11-2024,32:26.9,7.06,-49.61,5
2646895.56,715460.1,16-11-2024,32:27.7,6.93,-49.44,5
2646895.46,715460.47,16-11-2024,32:28.8,6.8,-49.28,5
2646895.33,715460.78,16-11-2024,32:29.7,6.66,-49.1,5
2646895.14,715461.06,16-11-2024,32:30.8,6.53,-48.97,5
2646894.93,715461.28,16-11-2024,32:31.9,6.4,-48.85,5
2646894.71,715461.5,16-11-2024,32:32.8,6.3,-48.77,5
2646894.51,715461.72,16-11-2024,32:33.8,6.18,-48.69,5
2646894.36,715461.95,16-11-2024,32:34.8,6.08,-48.64,5
2646894.25,715462.22,16-11-2024,32:35.8,5.96,-48.54,5
2646894.17,715462.53,16-11-2024,32:36.9,5.91,-48.49,5
2646894.13,715462.85,16-11-2024,32:37.8,5.85,-48.44,5
2646894.12,715463.19,16-11-2024,32:38.8,5.8,-48.37,5
2646894.16,715463.54,16-11-2024,32:39.8,5.74,-48.3,5
2646894.22,715463.91,16-11-2024,32:40.8,5.68,-48.24,5
2646903.81,715450.97,16-11-2024,33:24.8,14.73,-57.33,6
2646903.69,715449.92,16-11-2024,33:25.9,15.04,-57.62,6
2646903.64,715448.85,16-11-2024,33:26.9,15.19,-57.78,6
2646903.65,715447.78,16-11-2024,33:27.8,15.28,-57.84,6
2646903.74,715446.7,16-11-2024,33:28.7,15.34,-57.92,6
2646903.92,715445.59,16-11-2024,33:29.8,15.4,-57.96,6
2646904.21,715444.36,16-11-2024,33:30.8,15.47,-58.07,6
2646904.57,715443.06,16-11-2024,33:32.0,15.63,-58.24,6
2646905,715441.7,16-11-2024,33:32.8,15.77,-58.37,6
2646905.41,715440.34,16-11-2024,33:33.7,15.91,-58.53,6
2646905.81,715439.02,16-11-2024,33:34.7,15.95,-58.61,6
2646906.19,715437.73,16-11-2024,33:35.8,15.98,-58.64,6
2646906.52,715436.43,16-11-2024,33:36.9,15.97,-58.65,6
2646906.79,715435.1,16-11-2024,33:37.7,15.93,-58.65,6
2646907.01,715433.7,16-11-2024,33:38.8,15.9,-58.67,6
2646907.22,715432.23,16-11-2024,33:39.7,15.87,-58.65,6
2646907.39,715430.7,16-11-2024,33:40.8,15.81,-58.55,6
2646907.55,715429.11,16-11-2024,33:41.9,15.72,-58.44,6
2646907.69,715427.49,16-11-2024,33:42.7,15.62,-58.35,6
2646907.79,715425.88,16-11-2024,33:43.8,15.52,-58.25,6
2646907.88,715424.23,16-11-2024,33:44.8,15.43,-58.15,6
2646907.96,715422.61,16-11-2024,33:45.7,15.34,-58.05,6
2646908.02,715421.05,16-11-2024,33:46.9,15.24,-57.96,6
2646908.1,715419.57,16-11-2024,33:47.8,15.14,-57.86,6
2646908.21,715418.19,16-11-2024,33:48.8,15.03,-57.76,6
2646908.35,715416.93,16-11-2024,33:49.8,14.93,-57.66,6
2646908.55,715415.79,16-11-2024,33:50.8,14.82,-57.55,6
2646908.82,715414.76,16-11-2024,33:51.9,14.7,-57.42,6
2646909.19,715413.79,16-11-2024,33:52.8,14.58,-57.3,6
2646909.65,715412.87,16-11-2024,33:53.8,14.45,-57.18,6
2646910.21,715412,16-11-2024,33:54.8,14.33,-57.06,6
2646910.89,715411.13,16-11-2024,33:55.8,14.19,-56.91,6
2646911.74,715410.28,16-11-2024,33:56.9,14.05,-56.76,6
2646912.69,715409.37,16-11-2024,33:57.9,13.91,-56.59,6
2646913.72,715408.41,16-11-2024,33:58.8,13.77,-56.41,6
2646914.81,715407.38,16-11-2024,33:59.8,13.64,-56.28,6
2646915.96,715406.3,16-11-2024,34:00.8,13.49,-56.13,6
2646917.11,715405.15,16-11-2024,34:01.9,13.34,-55.99,6
2646918.29,715403.92,16-11-2024,34:02.7,13.19,-55.85,6
2646919.46,715402.62,16-11-2024,34:03.8,13.03,-55.68,6
2646920.64,715401.25,16-11-2024,34:04.8,12.86,-55.52,6
2646921.78,715399.79,16-11-2024,34:05.8,12.69,-55.35,6
2646922.9,715398.29,16-11-2024,34:06.9,12.52,-55.19,6
2646923.99,715396.73,16-11-2024,34:07.8,12.35,-55.02,6
2646925.06,715395.12,16-11-2024,34:08.8,12.17,-54.84,6
2646926.11,715393.45,16-11-2024,34:09.8,12.01,-54.68,6
2646927.14,715391.73,16-11-2024,34:10.8,11.84,-54.52,6
2646928.14,715389.96,16-11-2024,34:12.0,11.69,-54.37,6
2646929.1,715388.12,16-11-2024,34:12.8,11.57,-54.27,6
2646930.05,715386.26,16-11-2024,34:13.8,11.44,-54.18,6
2646930.96,715384.34,16-11-2024,34:14.7,11.35,-54.09,6
2646931.82,715382.36,16-11-2024,34:15.7,11.28,-54.02,6
2646932.61,715380.34,16-11-2024,34:16.9,11.21,-53.97,6
2646933.32,715378.29,16-11-2024,34:17.7,11.16,-53.92,6
2646933.96,715376.23,16-11-2024,34:18.8,11.12,-53.9,6
2646934.55,715374.18,16-11-2024,34:19.8,11.06,-53.83,6
2646935.12,715372.14,16-11-2024,34:20.7,11.01,-53.8,6
2646935.69,715370.13,16-11-2024,34:21.9,10.95,-53.74,6
2646936.3,715368.17,16-11-2024,34:22.8,10.87,-53.66,6
2646936.96,715366.22,16-11-2024,34:23.7,10.78,-53.57,6
2646937.71,715364.28,16-11-2024,34:24.8,10.68,-53.48,6
2646938.53,715362.37,16-11-2024,34:25.8,10.64,-53.44,6
2646939.45,715360.48,16-11-2024,34:26.9,10.59,-53.38,6
2646940.48,715358.58,16-11-2024,34:27.8,10.54,-53.34,6
2646941.62,715356.66,16-11-2024,34:28.8,10.47,-53.28,6
