N,E,Date,Time,RL,Others,Section No
2646870.43,715598.29,16-11-2024,55:34.7,8.59,-50.85,6
2646869.07,715597.35,16-11-2024,55:35.7,8.63,-50.88,6
2646867.72,715596.45,16-11-2024,55:36.9,8.67,-50.89,6
2646866.41,715595.55,16-11-2024,55:37.7,8.72,-50.94,6
2646865.14,715594.66,16-11-2024,55:38.7,8.8,-51.05,6
2646863.91,715593.8,16-11-2024,55:39.7,8.92,-51.13,6
2646862.69,715592.94,16-11-2024,55:40.7,9.05,-51.27,6
2646861.51,715592.09,16-11-2024,55:41.9,9.2,-51.44,6
2646860.34,715591.25,16-11-2024,55:42.7,9.35,-51.56,6
2646859.21,715590.41,16-11-2024,55:43.7,9.51,-51.69,6
2646858.09,715589.57,16-11-2024,55:44.7,9.67,-51.81,6
2646857,715588.75,16-11-2024,55:45.7,9.83,-51.97,6
2646855.93,715587.95,16-11-2024,55:46.8,9.99,-52.11,6
2646854.89,715587.14,16-11-2024,55:47.7,10.15,-52.25,6
2646853.87,715586.32,16-11-2024,55:48.7,10.32,-52.43,6
2646852.86,715585.51,16-11-2024,55:49.7,10.46,-52.57,6
2646851.87,715584.71,16-11-2024,55:50.7,10.55,-52.67,6
2646850.91,715583.9,16-11-2024,55:51.8,10.64,-52.76,6
2646849.99,715583.11,16-11-2024,55:52.7,10.7,-52.78,6
2646849.07,715582.34,16-11-2024,55:53.7,10.74,-52.84,6
2646848.16,715581.57,16-11-2024,55:54.7,10.75,-52.88,6
2646847.28,715580.83,16-11-2024,55:55.7,10.73,-52.85,6
2646846.42,715580.11,16-11-2024,55:56.8,10.69,-52.84,6
2646844.86,715578.72,16-11-2024,55:58.7,10.63,-52.78,6
2646844.15,715578.03,16-11-2024,55:59.7,10.5,-52.66,6
2646843.49,715577.37,16-11-2024,56:00.7,10.4,-52.62,6
2646842.85,715576.7,16-11-2024,56:01.8,10.24,-52.44,6
2646842.25,715576.03,16-11-2024,56:02.7,10.06,-52.27,6
2646841.7,715575.36,16-11-2024,56:03.7,9.79,-51.98,6
2646841.2,715574.69,16-11-2024,56:04.7,9.47,-51.67,6
2646840.74,715574.03,16-11-2024,56:05.7,9.1,-51.3,6
2646840.33,715573.36,16-11-2024,56:06.9,8.67,-50.88,6
2646839.93,715572.67,16-11-2024,56:07.7,8.18,-50.38,6
2646839.58,715571.97,16-11-2024,56:08.7,7.98,-50.2,6
2646839.26,715571.32,16-11-2024,56:09.7,7.74,-49.93,6
2646838.99,715570.69,16-11-2024,56:10.7,7.51,-49.67,6
2646838.72,715570.07,16-11-2024,56:11.9,7.19,-49.37,6
2646838.47,715569.49,16-11-2024,56:12.7,6.86,-49.06,6
2646838.43,715564.27,16-11-2024,56:32.7,2.82,-45.04,7
2646838.67,715564.42,16-11-2024,56:33.7,3.05,-45.28,7
2646838.9,715564.62,16-11-2024,56:34.7,3.14,-45.32,7
2646839.14,715564.85,16-11-2024,56:35.7,3.21,-45.39,7
2646839.42,715565.11,16-11-2024,56:36.8,3.27,-45.49,7
2646839.72,715565.44,16-11-2024,56:37.7,3.38,-45.6,7
2646840.07,715565.83,16-11-2024,56:38.7,3.5,-45.67,7
2646840.37,715566.24,16-11-2024,56:39.7,3.85,-46.03,7
2646840.64,715566.6,16-11-2024,56:40.7,4.18,-46.36,7
2646840.92,715566.99,16-11-2024,56:41.8,4.53,-46.69,7
2646841.17,715567.33,16-11-2024,56:42.7,4.87,-47.01,7
2646841.48,715567.61,16-11-2024,56:43.7,5.25,-47.41,7
2646841.81,715567.83,16-11-2024,56:44.7,5.61,-47.74,7
2646842.18,715568.02,16-11-2024,56:45.8,5.99,-48.12,7
2646842.62,715568.15,16-11-2024,56:46.8,6.41,-48.5,7
2646843.14,715568.24,16-11-2024,56:47.7,6.83,-48.91,7
2646843.75,715568.25,16-11-2024,56:48.7,7.26,-49.33,7
2646844.4,715568.24,16-11-2024,56:49.7,7.66,-49.77,7
2646845.06,715568.26,16-11-2024,56:50.7,8.03,-50.14,7
2646845.73,715568.26,16-11-2024,56:51.8,8.41,-50.53,7
2646846.42,715568.25,16-11-2024,56:52.7,8.72,-50.86,7
2646847.18,715568.29,16-11-2024,56:53.7,9.04,-51.14,7
2646847.98,715568.36,16-11-2024,56:54.7,9.44,-51.59,7
2646848.84,715568.47,16-11-2024,56:55.7,9.81,-51.99,7
2646849.76,715568.63,16-11-2024,56:56.8,10.2,-52.38,7
2646850.74,715568.85,16-11-2024,56:57.7,10.53,-52.71,7
2646851.75,715569.18,16-11-2024,56:58.7,10.83,-53.04,7
2646852.8,715569.55,16-11-2024,56:59.7,11.06,-53.25,7
2646853.84,715570.02,16-11-2024,57:00.7,11.28,-53.48,7
2646854.95,715570.63,16-11-2024,57:01.8,11.39,-53.61,7
2646856.1,715571.41,16-11-2024,57:02.7,11.46,-53.72,7
2646857.26,715572.38,16-11-2024,57:03.7,11.49,-53.76,7
2646858.44,715573.54,16-11-2024,57:04.7,11.49,-53.81,7
2646859.63,715574.86,16-11-2024,57:05.7,11.33,-53.67,7
2646860.82,715576.32,16-11-2024,57:06.9,11.16,-53.53,7
2646862.04,715577.86,16-11-2024,57:07.7,10.94,-53.29,7
2646863.25,715579.37,16-11-2024,57:08.7,10.72,-53.1,7
2646864.46,715580.81,16-11-2024,57:09.7,10.51,-52.92,7
2646865.7,715582.17,16-11-2024,57:10.7,10.31,-52.73,7
2646866.96,715583.44,16-11-2024,57:11.8,10.11,-52.55,7
2646868.3,715584.64,16-11-2024,57:12.7,9.92,-52.38,7
2646869.67,715585.81,16-11-2024,57:13.7,9.75,-52.22,7
2646871.07,715586.94,16-11-2024,57:14.7,9.63,-52.04,7
2646874.07,715589.21,16-11-2024,57:16.8,9.54,-52,7
2646875.66,715590.37,16-11-2024,57:17.7,9.47,-51.93,7
2646877.28,715591.54,16-11-2024,57:18.7,9.44,-51.89,7
2646878.95,715592.75,16-11-2024,57:19.7,9.4,-51.82,7
2646880.63,715593.99,16-11-2024,57:20.7,9.36,-51.8,7
2646882.33,715595.24,16-11-2024,57:21.8,9.31,-51.71,7
2646884.06,715596.55,16-11-2024,57:22.7,9.25,-51.63,7
2646885.81,715597.88,16-11-2024,57:23.7,9.18,-51.57,7
2646887.58,715599.24,16-11-2024,57:24.7,9.09,-51.49,7
2646889.37,715600.62,16-11-2024,57:25.7,9,-51.37,7
2646891.19,715602.01,16-11-2024,57:26.9,8.9,-51.29,7
2646893.04,715603.37,16-11-2024,57:27.7,8.81,-51.22,7
2646894.87,715604.68,16-11-2024,57:28.8,8.79,-51.17,7
2646896.7,715606.02,16-11-2024,57:29.7,8.73,-51.1,7
2646898.52,715607.36,16-11-2024,57:30.7,8.67,-51.07,7
2646900.37,715608.71,16-11-2024,57:31.8,8.66,-51.02,7
2646902.21,715610.08,16-11-2024,57:32.7,8.67,-50.95,7
2646904.04,715611.52,16-11-2024,57:33.7,8.68,-50.94,7
2646905.85,715612.99,16-11-2024,57:34.7,8.73,-50.96,7
2646907.64,715614.5,16-11-2024,57:35.7,8.83,-51.02,7
2646909.44,715616.05,16-11-2024,57:36.9,8.93,-51.09,7
2646911.24,715617.63,16-11-2024,57:37.7,9.06,-51.17,7
2646913.06,715619.21,16-11-2024,57:38.7,9.13,-51.24,7
2646914.91,715620.81,16-11-2024,57:39.7,9.15,-51.25,7
2646916.78,715622.4,16-11-2024,57:40.7,9.27,-51.38,7
2646918.7,715624.01,16-11-2024,57:41.9,9.43,-51.56,7
2646920.67,715625.61,16-11-2024,57:42.7,9.51,-51.68,7
2646922.7,715627.18,16-11-2024,57:43.7,9.59,-51.8,7
2646924.77,715628.7,16-11-2024,57:44.7,9.72,-51.96,7
2646926.89,715630.18,16-11-2024,57:45.7,9.8,-52.05,7
2646929.02,715631.62,16-11-2024,57:46.9,9.9,-52.19,7
2646931.18,715633.05,16-11-2024,57:47.7,9.99,-52.28,7
2646933.35,715634.47,16-11-2024,57:48.7,10.03,-52.32,7
2646935.55,715635.86,16-11-2024,57:49.7,10.13,-52.35,7
2646937.77,715637.23,16-11-2024,57:50.8,10.22,-52.43,7
2646940,715638.6,16-11-2024,57:51.9,10.24,-52.45,7
2646942.22,715639.99,16-11-2024,57:52.7,10.22,-52.37,7
2646944.44,715641.38,16-11-2024,57:53.7,10.27,-52.42,7
2646946.65,715642.74,16-11-2024,57:54.7,10.34,-52.49,7
2646952.71,715632.44,16-11-2024,58:38.7,10.62,-52.77,8
2646950.81,715631.08,16-11-2024,58:39.7,10.63,-52.8,8
2646948.85,715629.76,16-11-2024,58:40.7,10.7,-52.87,8
2646946.87,715628.41,16-11-2024,58:41.8,10.74,-52.91,8
2646944.74,715627.05,16-11-2024,58:42.7,10.76,-52.96,8
2646942.53,715625.67,16-11-2024,58:43.7,10.76,-52.96,8
2646940.25,715624.26,16-11-2024,58:44.7,10.78,-53.01,8
2646937.96,715622.84,16-11-2024,58:45.7,10.8,-53.07,8
2646935.69,715621.39,16-11-2024,58:46.9,10.8,-53.07,8
2646933.44,715619.87,16-11-2024,58:47.7,10.77,-53.06,8
2646931.19,715618.26,16-11-2024,58:48.7,10.7,-52.98,8
2646928.93,715616.59,16-11-2024,58:49.7,10.61,-52.93,8
2646926.71,715614.91,16-11-2024,58:50.7,10.54,-52.88,8
2646924.54,715613.25,16-11-2024,58:51.9,10.42,-52.77,8
2646922.42,715611.63,16-11-2024,58:52.7,10.3,-52.64,8
2646920.36,715610,16-11-2024,58:53.7,10.2,-52.56,8
2646918.34,715608.35,16-11-2024,58:54.7,10.1,-52.46,8
2646916.36,715606.72,16-11-2024,58:55.7,10.01,-52.37,8
2646914.4,715605.12,16-11-2024,58:56.9,9.97,-52.31,8
2646912.47,715603.58,16-11-2024,58:57.7,10.03,-52.37,8
2646910.57,715602.08,16-11-2024,58:58.7,10.08,-52.44,8
2646908.67,715600.64,16-11-2024,58:59.7,10.14,-52.5,8
2646906.79,715599.24,16-11-2024,59:00.7,10.21,-52.59,8
2646904.92,715597.92,16-11-2024,59:01.8,10.22,-52.57,8
2646903.1,715596.65,16-11-2024,59:02.7,10.23,-52.57,8
2646901.28,715595.45,16-11-2024,59:03.7,10.26,-52.57,8
2646899.48,715594.27,16-11-2024,59:04.7,10.29,-52.64,8
2646897.7,715593.14,16-11-2024,59:05.7,10.32,-52.69,8
2646895.94,715592.04,16-11-2024,59:06.8,10.34,-52.72,8
2646894.23,715590.99,16-11-2024,59:07.7,10.31,-52.7,8
2646892.55,715589.96,16-11-2024,59:08.7,10.21,-52.61,8
2646890.89,715588.94,16-11-2024,59:09.7,10.15,-52.55,8
2646889.26,715587.94,16-11-2024,59:10.7,10.12,-52.54,8
2646887.66,715586.96,16-11-2024,59:11.8,10.11,-52.51,8
2646886.12,715585.98,16-11-2024,59:12.7,10.13,-52.53,8
2646884.64,715585.03,16-11-2024,59:13.7,10.16,-52.54,8
2646883.22,715584.09,16-11-2024,59:14.7,10.2,-52.58,8
2646881.83,715583.12,16-11-2024,59:15.7,10.23,-52.56,8
2646880.47,715582.15,16-11-2024,59:16.8,10.3,-52.65,8
2646879.15,715581.19,16-11-2024,59:17.7,10.37,-52.72,8
2646877.88,715580.22,16-11-2024,59:18.7,10.45,-52.8,8
2646876.64,715579.24,16-11-2024,59:19.7,10.54,-52.86,8
2646875.45,715578.28,16-11-2024,59:20.7,10.64,-52.94,8
2646874.28,715577.33,16-11-2024,59:21.9,10.75,-53.06,8
2646873.15,715576.38,16-11-2024,59:22.7,10.86,-53.19,8
2646872.05,715575.45,16-11-2024,59:23.7,10.98,-53.33,8
2646870.97,715574.51,16-11-2024,59:24.7,11.11,-53.46,8
2646869.94,715573.57,16-11-2024,59:25.7,11.24,-53.59,8
2646868.92,715572.64,16-11-2024,59:26.8,11.37,-53.72,8
2646867.94,715571.71,16-11-2024,59:27.7,11.46,-53.83,8
2646866.97,715570.79,16-11-2024,59:28.7,11.54,-53.91,8
2646866.04,715569.87,16-11-2024,59:29.7,11.63,-53.99,8
2646865.12,715568.96,16-11-2024,59:30.7,11.71,-54.06,8
2646864.21,715568.05,16-11-2024,59:31.9,11.77,-54.1,8
2646863.34,715567.15,16-11-2024,59:32.7,11.8,-54.13,8
2646862.49,715566.26,16-11-2024,59:33.7,11.8,-54.14,8
2646861.66,715565.39,16-11-2024,59:34.7,11.75,-54.09,8
2646860.87,715564.55,16-11-2024,59:35.7,11.66,-54.01,8
2646860.14,715563.77,16-11-2024,59:36.8,11.55,-53.9,8
2646859.44,715563.01,16-11-2024,59:37.7,11.41,-53.75,8
2646858.79,715562.31,16-11-2024,59:38.7,11.27,-53.58,8
2646858.2,715561.66,16-11-2024,59:39.7,11.11,-53.42,8
2646857.67,715561.02,16-11-2024,59:40.7,10.85,-53.17,8
2646857.16,715560.43,16-11-2024,59:41.9,10.49,-52.8,8
2646856.7,715559.85,16-11-2024,59:42.7,10.05,-52.38,8
2646856.28,715559.28,16-11-2024,59:43.7,9.61,-51.94,8
2646855.9,715558.7,16-11-2024,59:44.7,9.42,-51.75,8
2646855.6,715558.14,16-11-2024,59:46.7,9.24,-51.56,8
2646855.15,715557.05,16-11-2024,59:47.7,9.04,-51.36,8
2646854.96,715556.44,16-11-2024,59:48.7,8.8,-51.14,8
2646854.77,715555.83,16-11-2024,59:49.7,8.54,-50.87,8
2646858.32,715549.4,16-11-2024,00:06.8,5.03,-47.4,9
2646858.83,715549.37,16-11-2024,00:07.7,5.59,-47.93,9
2646859.36,715549.37,16-11-2024,00:08.7,5.89,-48.23,9
2646859.94,715549.36,16-11-2024,00:09.7,6.18,-48.47,9
2646860.56,715549.42,16-11-2024,00:10.7,6.48,-48.81,9
2646861.23,715549.55,16-11-2024,00:11.8,6.82,-49.14,9
2646861.89,715549.67,16-11-2024,00:12.7,7.08,-49.38,9
2646862.54,715549.8,16-11-2024,00:13.7,7.62,-49.92,9
2646863.18,715549.94,16-11-2024,00:14.7,8.15,-50.47,9
2646863.86,715550.06,16-11-2024,00:15.7,8.58,-50.89,9
2646864.6,715550.2,16-11-2024,00:16.9,9.07,-51.35,9
2646865.46,715550.4,16-11-2024,00:17.7,9.5,-51.77,9
2646866.41,715550.62,16-11-2024,00:18.7,9.92,-52.15,9
2646867.41,715550.86,16-11-2024,00:19.7,10.35,-52.49,9
2646868.42,715551.18,16-11-2024,00:20.7,10.75,-52.9,9
2646869.46,715551.56,16-11-2024,00:21.8,11.09,-53.27,9
2646870.51,715552.03,16-11-2024,00:22.7,11.33,-53.55,9
2646871.51,715552.58,16-11-2024,00:23.7,11.59,-53.82,9
2646872.47,715553.2,16-11-2024,00:24.7,11.81,-54.06,9
2646873.4,715553.92,16-11-2024,00:25.7,12.02,-54.29,9
2646874.25,715554.84,16-11-2024,00:26.8,12.2,-54.51,9
2646875,715555.94,16-11-2024,00:27.7,12.32,-54.62,9
2646875.65,715557.27,16-11-2024,00:28.7,12.44,-54.75,9
2646876.21,715558.83,16-11-2024,00:29.7,12.48,-54.8,9
2646876.72,715560.45,16-11-2024,00:30.7,12.49,-54.83,9
2646877.22,715562.06,16-11-2024,00:31.9,12.49,-54.85,9
2646877.72,715563.57,16-11-2024,00:32.7,12.5,-54.89,9
2646878.25,715564.97,16-11-2024,00:33.7,12.52,-54.89,9
2646878.85,715566.25,16-11-2024,00:34.7,12.52,-54.91,9
2646879.47,715567.42,16-11-2024,00:35.7,12.52,-54.91,9
2646880.1,715568.42,16-11-2024,00:36.9,12.52,-54.88,9
2646880.76,715569.31,16-11-2024,00:37.7,12.49,-54.83,9
2646881.44,715570.1,16-11-2024,00:38.7,12.46,-54.83,9
2646882.09,715570.83,16-11-2024,00:39.7,12.43,-54.84,9
2646882.79,715571.51,16-11-2024,00:40.7,12.39,-54.79,9
2646883.49,715572.23,16-11-2024,00:41.8,12.35,-54.79,9
2646884.27,715572.94,16-11-2024,00:42.7,12.28,-54.72,9
2646885.1,715573.71,16-11-2024,00:43.7,12.21,-54.65,9
2646885.98,715574.45,16-11-2024,00:44.7,12.13,-54.56,9
2646886.92,715575.24,16-11-2024,00:45.7,12.05,-54.49,9
2646887.95,715576.07,16-11-2024,00:46.9,12,-54.42,9
2646889.07,715576.91,16-11-2024,00:47.7,11.94,-54.38,9
2646890.28,715577.79,16-11-2024,00:48.7,11.93,-54.36,9
2646891.6,715578.74,16-11-2024,00:49.7,11.91,-54.31,9
2646893.03,715579.77,16-11-2024,00:50.7,11.91,-54.31,9
2646894.55,715580.84,16-11-2024,00:51.9,11.92,-54.28,9
2646896.18,715581.98,16-11-2024,00:52.8,11.95,-54.26,9
2646897.9,715583.19,16-11-2024,00:53.7,11.97,-54.24,9
2646899.67,715584.41,16-11-2024,00:54.7,11.96,-54.15,9
2646901.5,715585.65,16-11-2024,00:55.7,11.92,-54.01,9
2646903.39,715586.93,16-11-2024,00:56.9,11.89,-54,9
2646905.35,715588.26,16-11-2024,00:57.7,11.85,-53.99,9
2646907.39,715589.58,16-11-2024,00:58.7,11.81,-53.95,9
2646909.46,715590.88,16-11-2024,00:59.7,11.75,-53.93,9
2646911.52,715592.2,16-11-2024,01:00.7,11.72,-53.9,9
2646913.58,715593.53,16-11-2024,01:01.9,11.67,-53.83,9
2646915.64,715594.89,16-11-2024,01:02.8,11.62,-53.78,9
2646917.73,715596.3,16-11-2024,01:03.7,11.53,-53.7,9
2646919.79,715597.81,16-11-2024,01:04.7,11.45,-53.62,9
2646921.83,715599.35,16-11-2024,01:05.7,11.4,-53.54,9
2646923.86,715600.98,16-11-2024,01:06.9,11.37,-53.48,9
2646927.94,715604.51,16-11-2024,01:08.7,11.32,-53.48,9
2646930.01,715606.33,16-11-2024,01:09.7,11.28,-53.48,9
2646932.08,715608.18,16-11-2024,01:10.7,11.25,-53.44,9
2646934.19,715610.03,16-11-2024,01:11.9,11.24,-53.4,9
2646938.58,715613.72,16-11-2024,01:13.7,11.21,-53.39,9
2646936.36,715611.88,16-11-2024,01:12.7,11.19,-53.37,9
2646940.87,715615.53,16-11-2024,01:14.8,11.17,-53.33,9
2646943.2,715617.31,16-11-2024,01:15.7,11.14,-53.31,9
2646945.5,715618.98,16-11-2024,01:16.9,11.12,-53.29,9
2646947.74,715620.54,16-11-2024,01:17.7,11.1,-53.28,9
2646949.88,715621.97,16-11-2024,01:18.7,11.12,-53.3,9
2646960.14,715617.07,16-11-2024,02:09.7,10.74,-53.08,10
2646959.78,715616.1,16-11-2024,02:10.7,10.83,-53.18,10
2646959.3,715615.14,16-11-2024,02:11.9,10.87,-53.22,10
2646958.72,715614.17,16-11-2024,02:12.7,10.89,-53.25,10
2646958.01,715613.17,16-11-2024,02:13.7,10.92,-53.29,10
2646957.16,715612.17,16-11-2024,02:14.7,10.94,-53.31,10
2646956.19,715611.17,16-11-2024,02:15.7,10.98,-53.36,10
2646955.1,715610.18,16-11-2024,02:16.9,11.07,-53.45,10
2646953.92,715609.2,16-11-2024,02:17.7,11.15,-53.53,10
2646952.64,715608.22,16-11-2024,02:18.7,11.27,-53.65,10
2646951.3,715607.23,16-11-2024,02:19.7,11.39,-53.78,10
2646949.9,715606.19,16-11-2024,02:20.7,11.47,-53.87,10
2646948.44,715605.1,16-11-2024,02:21.8,11.57,-53.98,10
2646946.93,715603.97,16-11-2024,02:22.7,11.69,-54.1,10
2646945.36,715602.8,16-11-2024,02:23.7,11.85,-54.26,10
2646943.74,715601.59,16-11-2024,02:24.7,11.98,-54.4,10
2646942.08,715600.36,16-11-2024,02:25.7,12.13,-54.55,10
2646940.38,715599.12,16-11-2024,02:26.9,12.27,-54.7,10
2646938.65,715597.88,16-11-2024,02:27.7,12.44,-54.87,10
2646936.87,715596.64,16-11-2024,02:28.7,12.6,-55.03,10
2646935.06,715595.38,16-11-2024,02:29.7,12.73,-55.17,10
2646933.21,715594.1,16-11-2024,02:30.7,12.86,-55.3,10
2646931.32,715592.81,16-11-2024,02:31.9,13,-55.44,10
2646927.53,715590.29,16-11-2024,02:33.7,13.16,-55.66,10
2646929.42,715591.54,16-11-2024,02:32.7,13.27,-55.77,10
2646925.62,715589.07,16-11-2024,02:34.8,13.33,-55.83,10
2646923.67,715587.86,16-11-2024,02:35.7,13.42,-55.92,10
2646921.7,715586.68,16-11-2024,02:36.8,13.47,-55.99,10
2646919.74,715585.55,16-11-2024,02:37.7,13.5,-56.02,10
2646917.81,715584.44,16-11-2024,02:38.7,13.49,-56.01,10
2646915.88,715583.34,16-11-2024,02:39.8,13.48,-55.99,10
2646913.98,715582.24,16-11-2024,02:40.8,13.46,-55.98,10
2646912.12,715581.17,16-11-2024,02:41.8,13.42,-55.95,10
2646910.34,715580.16,16-11-2024,02:42.7,13.35,-55.89,10
2646908.65,715579.2,16-11-2024,02:43.7,13.26,-55.8,10
2646907.05,715578.26,16-11-2024,02:44.7,13.18,-55.72,10
2646905.51,715577.34,16-11-2024,02:45.7,13.12,-55.66,10
2646904.03,715576.4,16-11-2024,02:46.9,13.05,-55.59,10
2646902.6,715575.47,16-11-2024,02:47.7,12.99,-55.54,10
2646901.24,715574.56,16-11-2024,02:48.7,12.94,-55.49,10
2646899.95,715573.65,16-11-2024,02:49.7,12.91,-55.46,10
2646898.71,715572.72,16-11-2024,02:50.7,12.89,-55.44,10
2646897.51,715571.77,16-11-2024,02:51.8,12.87,-55.42,10
2646896.33,715570.81,16-11-2024,02:52.7,12.84,-55.37,10
2646895.21,715569.82,16-11-2024,02:53.7,12.83,-55.36,10
2646894.12,715568.85,16-11-2024,02:54.7,12.83,-55.36,10
2646893.06,715567.89,16-11-2024,02:55.7,12.84,-55.38,10
2646892.02,715566.92,16-11-2024,02:56.9,12.87,-55.43,10
2646890.99,715565.97,16-11-2024,02:57.7,12.92,-55.48,10
2646889.99,715565.04,16-11-2024,02:58.7,12.97,-55.52,10
2646889,715564.11,16-11-2024,02:59.7,13.02,-55.58,10
2646888.02,715563.19,16-11-2024,03:00.7,13.06,-55.63,10
2646887.05,715562.28,16-11-2024,03:01.8,13.07,-55.64,10
2646886.08,715561.39,16-11-2024,03:02.7,13.06,-55.63,10
2646885.13,715560.5,16-11-2024,03:03.7,13.05,-55.63,10
2646884.18,715559.63,16-11-2024,03:04.7,13.05,-55.63,10
2646883.25,715558.76,16-11-2024,03:05.7,13.03,-55.6,10
2646882.32,715557.93,16-11-2024,03:06.9,13.02,-55.57,10
2646881.42,715557.07,16-11-2024,03:07.7,12.98,-55.52,10
2646880.5,715556.23,16-11-2024,03:08.7,12.92,-55.47,10
2646879.6,715555.39,16-11-2024,03:09.7,12.84,-55.4,10
2646878.71,715554.56,16-11-2024,03:10.7,12.73,-55.29,10
2646877.84,715553.73,16-11-2024,03:11.9,12.57,-55.13,10
2646876.98,715552.91,16-11-2024,03:12.7,12.4,-54.97,10
2646876.15,715552.09,16-11-2024,03:13.7,12.2,-54.77,10
2646875.33,715551.27,16-11-2024,03:14.7,11.97,-54.55,10
2646874.53,715550.45,16-11-2024,03:15.7,11.72,-54.3,10
2646873.77,715549.63,16-11-2024,03:16.9,11.43,-54.02,10
2646873.01,715548.8,16-11-2024,03:17.7,11.08,-53.67,10
2646872.28,715547.98,16-11-2024,03:18.7,10.68,-53.28,10
2646871.6,715547.18,16-11-2024,03:19.7,10.24,-52.83,10
2646870.97,715546.37,16-11-2024,03:20.7,9.69,-52.3,10
2646870.39,715545.6,16-11-2024,03:21.8,9.09,-51.66,10
2646869.83,715544.8,16-11-2024,03:22.7,8.44,-50.99,10
2646869.32,715543.99,16-11-2024,03:23.8,7.79,-50.34,10
2646868.88,715543.21,16-11-2024,03:24.7,7.17,-49.72,10
2646868.5,715542.46,16-11-2024,03:25.7,6.86,-49.41,10
2646868.13,715541.69,16-11-2024,03:26.9,6.51,-49.06,10
2646867.77,715540.89,16-11-2024,03:27.7,6.14,-48.7,10
2646867.43,715540.15,16-11-2024,03:28.7,5.74,-48.29,10
2646867.14,715539.44,16-11-2024,03:29.7,5.31,-47.87,10
2646869.41,715537.66,16-11-2024,03:46.9,5.06,-47.63,11
2646869.69,715537.44,16-11-2024,03:47.7,5.11,-47.68,11
2646869.93,715537.19,16-11-2024,03:48.7,5.14,-47.7,11
2646870.16,715536.91,16-11-2024,03:49.7,5.19,-47.76,11
2646870.42,715536.67,16-11-2024,03:50.7,5.24,-47.82,11
2646870.7,715536.47,16-11-2024,03:51.9,5.3,-47.87,11
2646871.07,715536.29,16-11-2024,03:52.8,5.37,-47.94,11
2646871.41,715536.06,16-11-2024,03:53.7,5.48,-48.04,11
2646871.73,715535.76,16-11-2024,03:54.7,5.62,-48.2,11
2646872.08,715535.48,16-11-2024,03:55.7,5.79,-48.37,11
2646872.45,715535.22,16-11-2024,03:56.9,5.97,-48.56,11
2646872.86,715535.02,16-11-2024,03:57.7,6.19,-48.79,11
2646873.33,715534.85,16-11-2024,03:58.7,6.42,-48.98,11
2646873.87,715534.73,16-11-2024,03:59.7,6.69,-49.24,11
2646874.4,715534.58,16-11-2024,04:00.7,6.96,-49.49,11
2646874.98,715534.38,16-11-2024,04:01.8,7.25,-49.76,11
2646875.52,715534.13,16-11-2024,04:02.7,7.55,-50.01,11
2646876.15,715533.85,16-11-2024,04:03.7,7.86,-50.3,11
2646876.81,715533.53,16-11-2024,04:04.7,8.18,-50.54,11
2646877.57,715533.2,16-11-2024,04:05.7,8.51,-50.84,11
2646878.41,715532.88,16-11-2024,04:06.9,8.83,-51.1,11
2646879.32,715532.59,16-11-2024,04:07.7,9.16,-51.44,11
2646880.27,715532.3,16-11-2024,04:08.7,9.49,-51.75,11
2646881.26,715531.99,16-11-2024,04:09.7,9.81,-52.06,11
2646882.27,715531.75,16-11-2024,04:10.7,10.12,-52.33,11
2646883.32,715531.52,16-11-2024,04:11.9,10.45,-52.66,11
2646884.33,715531.35,16-11-2024,04:12.7,10.78,-52.96,11
2646885.39,715531.27,16-11-2024,04:13.7,11.13,-53.26,11
2646886.48,715531.28,16-11-2024,04:14.7,11.48,-53.58,11
2646887.58,715531.38,16-11-2024,04:15.7,11.82,-53.9,11
2646888.66,715531.57,16-11-2024,04:16.8,12.15,-54.16,11
2646889.75,715531.86,16-11-2024,04:17.7,12.46,-54.44,11
2646890.88,715532.31,16-11-2024,04:18.7,12.73,-54.65,11
2646892.03,715532.89,16-11-2024,04:19.7,12.98,-54.93,11
2646893.2,715533.55,16-11-2024,04:20.7,13.2,-55.08,11
2646894.32,715534.32,16-11-2024,04:21.9,13.39,-55.29,11
2646895.43,715535.2,16-11-2024,04:22.7,13.53,-55.44,11
2646896.51,715536.24,16-11-2024,04:23.7,13.61,-55.52,11
2646897.53,715537.45,16-11-2024,04:24.8,13.65,-55.57,11
2646898.57,715538.93,16-11-2024,04:25.7,13.64,-55.61,11
2646899.59,715540.65,16-11-2024,04:26.9,13.58,-55.63,11
2646900.59,715542.44,16-11-2024,04:27.8,13.52,-55.61,11
2646901.6,715544.22,16-11-2024,04:28.7,13.5,-55.58,11
2646902.65,715545.99,16-11-2024,04:29.7,13.5,-55.63,11
2646903.77,715547.73,16-11-2024,04:30.7,13.53,-55.66,11
2646904.94,715549.46,16-11-2024,04:31.8,13.59,-55.72,11
2646906.22,715551.15,16-11-2024,04:32.7,13.69,-55.8,11
2646907.61,715552.79,16-11-2024,04:33.7,13.82,-55.9,11
2646909.11,715554.37,16-11-2024,04:34.7,13.99,-56.05,11
2646910.66,715555.93,16-11-2024,04:35.7,14.19,-56.24,11
2646912.26,715557.48,16-11-2024,04:36.9,14.43,-56.42,11
2646913.92,715559.04,16-11-2024,04:37.7,14.7,-56.69,11
2646915.65,715560.61,16-11-2024,04:38.7,14.97,-56.9,11
2646917.46,715562.18,16-11-2024,04:39.7,15.2,-57.1,11
2646919.34,715563.69,16-11-2024,04:40.7,15.38,-57.27,11
2646921.3,715565.13,16-11-2024,04:41.9,15.53,-57.41,11
