Northing,Easting,RL,
2646779.59,715599.64,1.68,
2646780.51,715599.97,1.72,
2646781.43,715600.3,1.76,
2646782.35,715600.65,1.81,
2646783.28,715600.99,1.87,
2646784.21,715601.37,1.92,
2646785.17,715601.78,1.97,
2646786.13,715602.13,2.02,
2646787.08,715602.47,2.05,
2646788.05,715602.83,2.07,
2646788.99,715603.17,2.07,
2646789.92,715603.45,2.06,
2646790.86,715603.74,2.03,
2646791.82,715604.05,1.98,
2646792.75,715604.33,1.93,
2646793.7,715604.67,1.87,
2646794.67,715604.99,1.8,
2646795.62,715605.24,1.76,
2646796.58,715605.49,1.72,
2646797.57,715605.71,1.68,
2646798.6,715605.96,1.63,
2646799.64,715606.12,1.58,
2646849.65,715622.39,-0.36,
2646850.74,715622.95,-0.43,
2646851.84,715623.45,-0.46,
2646852.96,715624,-0.48,
2646854.11,715624.56,-0.49,
2646855.24,715625.06,-0.51,
2646856.42,715625.59,-0.54,
2646857.62,715626.14,-0.63,
2646858.83,715626.62,-0.72,
2646860.08,715627.07,-0.81,
2646861.43,715627.61,-0.89,
2646862.89,715628.16,-0.98,
2646864.45,715628.67,-1.06,
2646866.17,715629.15,-1.13,
2646868.06,715629.71,-1.2,
2646870.14,715630.3,-1.29,
2646872.29,715630.83,-1.38,
2646874.5,715631.36,-1.44,
2646876.79,715631.99,-1.46,
2646879.12,715632.69,-1.46,
2646881.5,715633.46,-1.45,
2646883.91,715634.26,-1.4,
2646886.35,715635.23,-1.34,
2646888.83,715636.24,-1.28,
2646891.32,715637.28,-1.2,
2646893.84,715638.34,-1.09,
2646896.36,715639.46,-0.94,
2646898.89,715640.57,-0.86,
2646901.37,715641.71,-0.79,
2646903.87,715642.88,-0.72,
2646906.37,715644.08,-0.63,
2646908.9,715645.27,-0.53,
2646941.8,715651.71,-0.72,
2646941.97,715651.44,-0.72,
2646942.05,715651.21,-0.71,
2646942.05,715650.97,-0.7,
2646942.01,715650.77,-0.69,
2646941.88,715650.59,-0.68,
2646941.72,715650.32,-0.69,
2646941.42,715650.01,-0.7,
2646941.21,715649.64,-0.73,
2646940.79,715649.17,-0.75,
2646940.36,715648.45,-0.78,
2646939.74,715647.68,-0.83,
2646939.07,715646.86,-0.89,
2646938.38,715646.03,-0.92,
2646937.51,715645.18,-0.96,
2646936.63,715644.46,-1.04,
2646935.73,715643.77,-1.11,
2646934.79,715643.11,-1.19,
2646933.9,715642.61,-1.25,
2646932.98,715642.11,-1.25,
2646932.03,715641.55,-1.18,
2646931.02,715640.99,-1.13,
2646930,715640.42,-1.08,
2646928.89,715639.83,-1.01,
2646927.73,715639.16,-0.94,
2646926.48,715638.47,-0.87,
2646925.19,715637.8,-0.74,
2646923.85,715637.1,-0.7,
2646922.42,715636.34,-0.67,
2646920.95,715635.57,-0.65,
2646919.4,715634.77,-0.68,
2646917.77,715633.94,-0.78,
2646916.09,715633.11,-0.85,
2646914.4,715632.34,-0.94,
2646912.66,715631.57,-1.07,
2646910.96,715630.87,-1.21,
2646909.23,715630.27,-1.38,
2646907.55,715629.62,-1.54,
2646905.9,715629.05,-1.66,
2646904.26,715628.47,-1.75,
2646902.58,715627.85,-1.84,
2646900.83,715627.17,-1.93,
2646899.04,715626.57,-2.01,
2646897.23,715625.93,-2.1,
2646895.46,715625.34,-2.21,
2646893.74,715624.73,-2.27,
2646892.07,715624.16,-2.32,
2646890.43,715623.58,-2.36,
2646888.81,715622.98,-2.38,
2646887.21,715622.42,-2.39,
2646885.66,715621.86,-2.35,
2646884.15,715621.27,-2.32,
2646882.68,715620.71,-2.29,
2646881.22,715620.13,-2.24,
2646879.75,715619.51,-2.15,
2646878.27,715618.88,-2.03,
2646876.84,715618.3,-1.92,
2646875.4,715617.72,-1.82,
2646874.01,715617.16,-1.72,
2646872.61,715616.56,-1.62,
2646871.22,715616.02,-1.5,
2646869.86,715615.45,-1.39,
2646868.53,715614.91,-1.28,
2646867.21,715614.36,-1.17,
2646865.91,715613.81,-1.08,
2646864.64,715613.27,-1.01,
2646863.36,715612.75,-0.94,
2646862.13,715612.22,-0.88,
2646860.9,715611.65,-0.81,
2646859.7,715611.11,-0.75,
2646858.51,715610.58,-0.71,
2646857.34,715610,-0.68,
2646856.18,715609.41,-0.66,
2646855.05,715608.84,-0.65,
2646853.94,715608.28,-0.64,
2646852.81,715607.69,-0.63,
2646851.68,715607.08,-0.64,
2646850.56,715606.5,-0.67,
2646849.45,715605.93,-0.7,
2646848.35,715605.39,-0.73,
2646847.26,715604.81,-0.76,
2646846.17,715604.29,-0.8,
2646845.1,715603.78,-0.85,
2646844.05,715603.3,-0.9,
2646843.02,715602.82,-0.95,
2646841.99,715602.37,-1,
2646840.98,715601.93,-1.07,
2646839.97,715601.44,-1.12,
2646838.99,715601.01,-1.18,
2646838.02,715600.58,-1.23,
2646837.04,715600.13,-1.29,
2646836.07,715599.68,-1.36,
2646835.11,715599.3,-1.42,
2646834.15,715598.92,-1.47,
2646833.2,715598.56,-1.51,
2646832.27,715598.19,-1.54,
2646831.34,715597.85,-1.56,
2646830.43,715597.53,-1.57,
2646829.52,715597.23,-1.57,
2646828.63,715596.95,-1.56,
2646827.75,715596.69,-1.56,
2646826.89,715596.46,-1.54,
2646826.05,715596.26,-1.52,
2646825.22,715596.08,-1.47,
2646824.42,715595.92,-1.4,
2646823.65,715595.78,-1.14,
2646822.92,715595.66,-0.81,
2646822.25,715595.55,-0.49,
2646821.63,715595.45,-0.17,
2646821.02,715595.34,0.09,
2646820.45,715595.24,0.38,
2646819.91,715595.16,0.69,
2646819.38,715595.08,1,
2646818.87,715595,1.33,
2646818.38,715594.93,1.66,
2646817.92,715594.86,1.97,
2646817.48,715594.8,2.02,
2646817.07,715594.74,2.03,
2646816.68,715594.7,2,
2646816.33,715594.68,1.99,
2646816.02,715594.73,2.05,
2646815.73,715594.82,2.08,
2646815.48,715594.95,2.12,
2646815.23,715595.04,2.16,
2646823.06,715588.15,1.45,
2646823.25,715588.47,1.11,
2646823.43,715588.79,0.95,
2646823.63,715589.11,0.82,
2646823.83,715589.44,0.57,
2646824.01,715589.78,0.4,
2646824.2,715590.21,0.23,
2646824.39,715590.65,-0.11,
2646824.58,715591.11,-0.4,
2646824.81,715591.56,-0.66,
2646825.06,715592,-0.89,
2646825.32,715592.42,-1.05,
2646825.61,715592.83,-1.22,
2646825.92,715593.24,-1.35,
2646826.25,715593.63,-1.48,
2646826.61,715594,-1.49,
2646826.99,715594.36,-1.53,
2646827.37,715594.69,-1.55,
2646827.77,715595.01,-1.55,
2646828.19,715595.31,-1.56,
2646828.62,715595.6,-1.58,
2646829.05,715595.87,-1.61,
2646829.51,715596.12,-1.64,
2646829.97,715596.37,-1.66,
2646830.44,715596.59,-1.68,
2646830.93,715596.8,-1.69,
2646831.44,715597,-1.69,
2646831.94,715597.18,-1.68,
2646832.46,715597.36,-1.65,
2646832.99,715597.54,-1.62,
2646833.53,715597.69,-1.58,
2646834.1,715597.83,-1.54,
2646834.66,715597.97,-1.5,
2646835.23,715598.11,-1.45,
2646835.83,715598.23,-1.4,
2646836.46,715598.34,-1.37,
2646837.14,715598.46,-1.34,
2646837.82,715598.6,-1.32,
2646838.54,715598.75,-1.3,
2646839.33,715598.94,-1.28,
2646840.18,715599.17,-1.26,
2646841.08,715599.42,-1.23,
2646842.03,715599.69,-1.19,
2646843.03,715600.01,-1.15,
2646844.09,715600.35,-1.1,
2646845.21,715600.74,-1.06,
2646846.4,715601.13,-1.01,
2646847.61,715601.54,-0.97,
2646848.88,715601.94,-0.93,
2646850.25,715602.35,-0.88,
2646851.71,715602.77,-0.85,
2646853.31,715603.18,-0.81,
2646854.99,715603.61,-0.8,
2646856.73,715604.04,-0.81,
2646858.51,715604.43,-0.85,
2646860.39,715604.9,-0.89,
2646862.3,715605.41,-0.94,
2646864.22,715605.91,-1,
2646866.18,715606.46,-1.07,
2646868.23,715607.12,-1.16,
2646870.34,715607.84,-1.29,
2646872.53,715608.6,-1.45,
2646874.78,715609.41,-1.62,
2646877.06,715610.27,-1.78,
2646879.38,715611.15,-1.94,
2646881.72,715612.06,-2.08,
2646884.1,715613,-2.21,
2646886.51,715613.95,-2.32,
2646888.93,715614.92,-2.41,
2646891.37,715615.91,-2.5,
2646893.85,715616.89,-2.54,
2646896.34,715617.88,-2.56,
2646898.83,715618.82,-2.52,
2646901.29,715619.74,-2.46,
2646903.75,715620.65,-2.33,
2646906.2,715621.57,-2.16,
2646908.65,715622.51,-1.97,
2646911.09,715623.46,-1.79,
2646913.52,715624.45,-1.6,
2646915.95,715625.47,-1.43,
2646918.37,715626.52,-1.28,
2646920.78,715627.59,-1.14,
2646923.16,715628.65,-1.01,
2646925.49,715629.72,-0.89,
2646927.76,715630.81,-0.8,
2646929.99,715631.89,-0.78,
2646932.2,715633,-0.79,
2646934.36,715634.1,-0.84,
2646936.45,715635.17,-0.88,
2646938.48,715636.18,-0.92,
2646940.44,715637.07,-0.95,
2646942.32,715637.9,-0.98,
2646944.09,715638.52,-1.01,
2646950.78,715632.87,-2.14,
2646949.88,715632.07,-2.15,
2646948.99,715631.29,-2.12,
2646947.98,715630.51,-2.09,
2646946.94,715629.68,-2.07,
2646945.85,715628.84,-2.07,
2646944.72,715628.04,-2.07,
2646943.55,715627.22,-2.08,
2646942.34,715626.36,-2.07,
2646941.1,715625.51,-2.01,
2646939.82,715624.69,-1.94,
2646938.52,715623.83,-1.89,
2646937.18,715622.99,-1.85,
2646935.81,715622.17,-1.82,
2646934.4,715621.4,-1.79,
2646933.01,715620.66,-1.76,
2646931.63,715619.97,-1.72,
2646930.24,715619.32,-1.68,
2646928.86,715618.67,-1.66,
2646927.47,715618.03,-1.7,
2646926.1,715617.43,-1.78,
2646924.74,715616.85,-1.89,
2646923.36,715616.23,-2.02,
2646921.97,715615.59,-2.15,
2646920.56,715614.97,-2.28,
2646919.14,715614.34,-2.43,
2646917.69,715613.71,-2.58,
2646916.22,715613.06,-2.73,
2646914.69,715612.39,-2.87,
2646913.18,715611.74,-2.99,
2646911.66,715611.1,-3.08,
2646910.15,715610.46,-3.12,
2646908.65,715609.83,-3.15,
2646907.15,715609.21,-3.16,
2646905.65,715608.6,-3.16,
2646904.14,715607.98,-3.13,
2646902.64,715607.36,-3.09,
2646901.11,715606.74,-3.03,
2646899.58,715606.08,-2.95,
2646898.02,715605.43,-2.87,
2646896.48,715604.77,-2.8,
2646894.95,715604.14,-2.72,
2646893.44,715603.5,-2.64,
2646891.97,715602.86,-2.52,
2646890.53,715602.25,-2.43,
2646889.1,715601.62,-2.34,
2646887.67,715601.03,-2.25,
2646886.27,715600.4,-2.17,
2646884.89,715599.81,-2.1,
2646883.54,715599.23,-2.04,
2646882.19,715598.6,-1.95,
2646880.85,715597.99,-1.85,
2646879.52,715597.42,-1.76,
2646878.2,715596.85,-1.69,
2646876.9,715596.3,-1.63,
2646875.62,715595.78,-1.58,
2646874.37,715595.26,-1.52,
2646873.13,715594.78,-1.47,
2646871.9,715594.3,-1.41,
2646870.69,715593.85,-1.37,
2646869.5,715593.41,-1.33,
2646868.33,715592.99,-1.3,
2646867.18,715592.57,-1.28,
2646866.04,715592.17,-1.27,
2646864.92,715591.78,-1.26,
2646863.8,715591.4,-1.27,
2646862.7,715591.02,-1.29,
2646861.61,715590.66,-1.3,
2646860.53,715590.3,-1.33,
2646859.47,715589.95,-1.35,
2646858.41,715589.6,-1.37,
2646857.37,715589.26,-1.41,
2646856.33,715588.92,-1.45,
2646855.29,715588.58,-1.5,
2646854.27,715588.24,-1.55,
2646853.25,715587.9,-1.6,
2646852.23,715587.57,-1.66,
2646851.22,715587.24,-1.71,
2646850.22,715586.91,-1.76,
2646849.23,715586.58,-1.82,
2646848.25,715586.25,-1.88,
2646847.27,715585.93,-1.91,
2646846.3,715585.61,-1.94,
2646845.34,715585.29,-1.96,
2646844.38,715584.98,-1.98,
2646843.43,715584.67,-1.98,
2646842.5,715584.36,-1.98,
2646841.57,715584.06,-1.97,
2646840.65,715583.76,-1.96,
2646839.74,715583.48,-1.93,
2646838.84,715583.2,-1.9,
2646837.96,715582.94,-1.83,
2646837.08,715582.69,-1.72,
2646836.22,715582.47,-1.52,
2646835.39,715582.26,-1.3,
2646834.59,715582.08,-1.08,
2646833.82,715581.92,-0.85,
2646833.07,715581.78,-0.56,
2646832.35,715581.66,-0.25,
2646831.65,715581.57,0.13,
2646830.98,715581.5,0.5,
2646830.33,715581.46,0.85,
2646829.72,715581.47,1.07,
2646829.14,715581.55,1.27,
2646828.63,715581.71,1.39,
2646828.16,715581.92,1.51,
2646827.73,715582.19,1.67,
2646958.07,715628.07,-1.09,
2646957.4,715627.42,-1.19,
2646956.77,715626.63,-1.26,
2646955.94,715625.82,-1.34,
2646955.11,715624.91,-1.43,
2646954.15,715623.98,-1.59,
2646953.05,715622.96,-1.73,
2646951.96,715621.93,-1.92,
2646950.72,715620.95,-2.15,
2646949.39,715619.9,-2.38,
2646948.07,715618.81,-2.6,
2646946.62,715617.81,-2.77,
2646945.11,715616.77,-2.9,
2646943.49,715615.8,-3,
2646941.84,715614.82,-3.08,
2646940.12,715613.85,-3.12,
2646938.37,715612.89,-3.06,
2646936.61,715611.93,-2.98,
2646934.82,715610.97,-2.92,
2646932.98,715609.96,-2.82,
2646931.09,715609,-2.73,
2646929.21,715608.03,-2.69,
2646927.34,715607.11,-2.71,
2646925.51,715606.22,-2.78,
2646923.7,715605.37,-2.86,
2646921.92,715604.53,-2.91,
2646920.15,715603.71,-2.97,
2646918.41,715602.89,-3.04,
2646916.66,715602.06,-3.11,
2646914.91,715601.29,-3.18,
2646913.15,715600.5,-3.22,
2646911.39,715599.79,-3.24,
2646909.67,715599.1,-3.22,
2646907.94,715598.43,-3.14,
2646906.26,715597.79,-3.04,
2646904.59,715597.13,-2.93,
2646902.92,715596.45,-2.84,
2646901.27,715595.8,-2.76,
2646899.64,715595.17,-2.67,
2646896.43,715593.79,-2.58,
2646898.03,715594.49,-2.47,
2646894.87,715593.1,-2.38,
2646893.33,715592.38,-2.29,
2646891.82,715591.65,-2.2,
2646890.35,715590.92,-2.13,
2646888.92,715590.16,-2.07,
2646887.5,715589.41,-2,
2646886.11,715588.62,-1.94,
2646884.76,715587.86,-1.88,
2646883.41,715587.08,-1.82,
2646882.07,715586.33,-1.77,
2646880.74,715585.59,-1.74,
2646879.42,715584.88,-1.71,
2646878.11,715584.19,-1.69,
2646876.8,715583.54,-1.67,
2646875.49,715582.92,-1.67,
2646874.17,715582.34,-1.68,
2646872.85,715581.79,-1.7,
2646871.52,715581.27,-1.72,
2646870.23,715580.79,-1.75,
2646868.96,715580.31,-1.79,
2646867.72,715579.84,-1.84,
2646866.51,715579.38,-1.9,
2646865.3,715578.94,-1.96,
2646864.11,715578.5,-2.03,
2646862.93,715578.06,-2.1,
2646861.77,715577.65,-2.17,
2646860.63,715577.25,-2.23,
2646859.48,715576.85,-2.29,
2646858.33,715576.5,-2.35,
2646857.17,715576.15,-2.4,
2646856.03,715575.82,-2.44,
2646854.9,715575.5,-2.46,
2646853.78,715575.21,-2.47,
2646852.67,715574.92,-2.47,
2646851.58,715574.65,-2.45,
2646850.53,715574.38,-2.43,
2646849.49,715574.12,-2.4,
2646848.47,715573.87,-2.37,
2646847.47,715573.61,-2.33,
2646846.48,715573.37,-2.28,
2646845.49,715573.14,-2.22,
2646844.51,715572.93,-2.16,
2646843.55,715572.75,-2.04,
2646842.61,715572.6,-1.93,
2646841.7,715572.49,-1.66,
2646840.83,715572.41,-1.39,
2646840.01,715572.34,-1.12,
2646839.24,715572.3,-0.8,
2646838.49,715572.27,-0.39,
2646837.77,715572.28,0.02,
2646837.08,715572.31,0.42,
2646836.41,715572.36,0.8,
2646835.76,715572.44,1.05,
2646835.15,715572.54,1.3,
2646834.57,715572.68,1.59,
2646834.03,715572.82,1.73,
2646833.54,715573.01,1.91,
2646960.91,715611.72,-3.52,
2646960.57,715611.02,-3.52,
2646960.16,715610.38,-3.51,
2646959.71,715609.78,-3.51,
2646959.22,715609.25,-3.52,
2646958.7,715608.77,-3.53,
2646958.14,715608.32,-3.54,
2646957.56,715607.91,-3.56,
2646956.95,715607.53,-3.59,
2646956.34,715607.16,-3.62,
2646955.67,715606.79,-3.67,
2646954.97,715606.4,-3.71,
2646954.2,715606.01,-3.75,
2646953.43,715605.63,-3.8,
2646952.59,715605.25,-3.82,
2646951.69,715604.86,-3.82,
2646950.74,715604.49,-3.81,
2646949.76,715604.13,-3.78,
2646948.74,715603.73,-3.75,
2646947.7,715603.36,-3.69,
2646946.64,715602.97,-3.63,
2646945.52,715602.56,-3.55,
2646944.33,715602.1,-3.49,
2646943.07,715601.62,-3.42,
2646941.75,715601.1,-3.36,
2646940.36,715600.56,-3.34,
2646938.92,715600.01,-3.32,
2646937.41,715599.45,-3.33,
2646935.84,715598.87,-3.35,
2646934.24,715598.28,-3.36,
2646932.63,715597.71,-3.38,
2646931.01,715597.1,-3.39,
2646929.35,715596.47,-3.38,
2646927.67,715595.82,-3.37,
2646925.97,715595.14,-3.36,
2646924.23,715594.43,-3.35,
2646922.48,715593.71,-3.34,
2646920.71,715592.96,-3.35,
2646918.92,715592.22,-3.36,
2646917.12,715591.46,-3.33,
2646915.31,715590.7,-3.31,
2646913.49,715589.95,-3.31,
2646911.67,715589.21,-3.32,
2646909.86,715588.46,-3.33,
2646908.06,715587.69,-3.34,
2646906.25,715586.89,-3.28,
2646904.43,715586.13,-3.2,
2646902.62,715585.35,-3.1,
2646900.83,715584.57,-2.97,
2646899.05,715583.8,-2.84,
2646897.31,715583.02,-2.73,
2646895.57,715582.27,-2.61,
2646893.87,715581.52,-2.48,
2646892.18,715580.77,-2.35,
2646890.5,715580.01,-2.21,
2646888.88,715579.28,-2.1,
2646887.28,715578.57,-2.05,
2646885.7,715577.87,-2.03,
2646884.12,715577.18,-2.04,
2646882.56,715576.54,-2.04,
2646881.03,715575.92,-2.04,
2646879.53,715575.32,-2.06,
2646878.07,715574.75,-2.09,
2646876.65,715574.18,-2.12,
2646875.25,715573.63,-2.16,
2646873.89,715573.09,-2.22,
2646872.55,715572.55,-2.27,
2646871.23,715572.02,-2.32,
2646869.95,715571.5,-2.36,
2646868.68,715570.98,-2.39,
2646867.45,715570.47,-2.44,
2646866.23,715569.97,-2.5,
2646865.04,715569.46,-2.55,
2646863.87,715568.97,-2.61,
2646862.72,715568.48,-2.67,
2646861.59,715568,-2.75,
2646860.47,715567.54,-2.83,
2646859.37,715567.09,-2.91,
2646858.3,715566.67,-2.94,
2646857.26,715566.25,-2.95,
2646856.24,715565.85,-2.88,
2646855.24,715565.46,-2.79,
2646854.27,715565.09,-2.64,
2646853.32,715564.73,-2.43,
2646852.39,715564.39,-2.18,
2646851.47,715564.08,-1.84,
2646850.58,715563.8,-1.42,
2646849.72,715563.55,-1.06,
2646848.9,715563.33,-0.45,
2646848.11,715563.15,0.13,
2646847.34,715562.99,0.68,
2646846.61,715562.88,1.14,
2646845.9,715562.8,1.58,
2646845.21,715562.75,1.99,
2646844.56,715562.72,2.39,
2646843.93,715562.72,2.65,
2646843.33,715562.75,2.87,
2646842.75,715562.8,3.06,
2646842.2,715562.89,3.4,
2646841.68,715563.01,3.39,
2646963.53,715601.76,-4.92,
2646962.94,715601.33,-4.95,
2646962.23,715600.78,-4.96,
2646961.45,715600.17,-4.98,
2646960.59,715599.62,-5,
2646959.73,715599.06,-5.02,
2646958.77,715598.55,-5.04,
2646957.78,715598.06,-5.11,
2646956.7,715597.61,-5.18,
2646955.57,715597.11,-5.22,
2646954.3,715596.57,-5.23,
2646952.96,715596.02,-5.23,
2646951.46,715595.41,-5.2,
2646949.82,715594.72,-5.17,
2646948.07,715593.97,-5.12,
2646946.21,715593.24,-5.07,
2646944.26,715592.48,-5.01,
2646942.23,715591.69,-4.93,
2646940.13,715590.86,-4.84,
2646937.95,715590,-4.74,
2646935.72,715589.11,-4.63,
2646933.44,715588.2,-4.55,
2646931.12,715587.26,-4.48,
2646928.77,715586.26,-4.44,
2646926.4,715585.24,-4.4,
2646924.01,715584.16,-4.32,
2646921.59,715583.03,-4.25,
2646919.15,715581.86,-4.28,
2646916.68,715580.65,-4.28,
2646914.23,715579.4,-4.3,
2646911.78,715578.16,-4.29,
2646909.38,715576.96,-4.3,
2646907.02,715575.8,-4.29,
2646904.74,715574.74,-4.28,
2646902.53,715573.75,-4.28,
2646900.39,715572.85,-4.27,
2646898.36,715572,-4.32,
2646896.4,715571.21,-4.34,
2646894.52,715570.42,-4.26,
2646892.7,715569.68,-4.19,
2646890.92,715568.95,-4.07,
2646889.18,715568.24,-3.94,
2646887.48,715567.55,-3.8,
2646885.83,715566.89,-3.69,
2646884.23,715566.23,-3.57,
2646882.66,715565.61,-3.45,
2646881.15,715564.98,-3.34,
2646879.67,715564.38,-3.23,
2646878.24,715563.77,-3.13,
2646876.84,715563.15,-3.05,
2646875.48,715562.55,-2.98,
2646874.15,715561.95,-2.95,
2646872.85,715561.38,-2.95,
2646871.58,715560.82,-2.97,
2646870.35,715560.31,-3,
2646869.16,715559.82,-3.04,
2646868.01,715559.37,-3.09,
2646866.9,715558.94,-3.15,
2646865.82,715558.54,-3.19,
2646864.77,715558.16,-3.22,
2646863.76,715557.82,-3.23,
2646862.77,715557.48,-3.22,
2646861.81,715557.19,-3.18,
2646860.88,715556.91,-3.03,
2646859.98,715556.68,-2.86,
2646859.1,715556.48,-2.63,
2646858.24,715556.3,-2.32,
2646857.42,715556.17,-1.93,
2646856.64,715556.04,-1.51,
2646855.9,715555.94,-1.32,
2646855.17,715555.84,-1.1,
2646854.48,715555.77,-0.85,
2646853.81,715555.73,-0.56,
2646853.16,715555.7,-0.22,
2646971.62,715599.42,-6.21,
2646971.84,715599.3,-6.22,
2646971.86,715599.28,-6.25,
2646972.04,715599.17,-6.25,
2646972.02,715599.17,-6.25,
2646972.11,715599.05,-6.25,
2646972.02,715599.03,-6.26,
2646972.06,715598.92,-6.25,
2646971.93,715598.84,-6.26,
2646971.82,715598.72,-6.27,
2646971.68,715598.64,-6.26,
2646971.46,715598.48,-6.24,
2646971.15,715598.24,-6.21,
2646970.69,715598.01,-6.17,
2646970.12,715597.73,-6.12,
2646969.53,715597.37,-6.1,
2646968.77,715596.97,-6.06,
2646967.97,715596.55,-6.05,
2646967.1,715596.13,-6.03,
2646966.12,715595.66,-5.98,
2646965.03,715595.1,-5.94,
2646963.82,715594.5,-5.9,
2646962.54,715593.82,-5.88,
2646961.18,715593.08,-5.86,
2646959.74,715592.24,-5.85,
2646958.19,715591.28,-5.84,
2646956.63,715590.25,-5.82,
2646955,715589.22,-5.79,
2646953.37,715588.17,-5.74,
2646951.73,715587.12,-5.68,
2646950.09,715586.11,-5.65,
2646948.39,715585.16,-5.61,
2646946.69,715584.21,-5.57,
2646944.92,715583.33,-5.52,
2646943.08,715582.5,-5.45,
2646941.18,715581.7,-5.39,
2646939.26,715580.94,-5.31,
2646937.34,715580.2,-5.22,
2646935.42,715579.47,-5.14,
2646933.5,715578.73,-5.05,
2646931.56,715577.97,-4.94,
2646929.59,715577.19,-4.85,
2646927.62,715576.37,-4.82,
2646925.64,715575.55,-4.82,
2646923.65,715574.7,-4.87,
2646921.64,715573.81,-4.91,
2646919.66,715572.92,-4.94,
2646917.69,715571.96,-4.99,
2646915.77,715571.03,-5.05,
2646913.91,715570.09,-5.1,
2646912.11,715569.14,-5.17,
2646910.34,715568.17,-5.24,
2646908.6,715567.23,-5.3,
2646906.87,715566.35,-5.31,
2646905.2,715565.5,-5.28,
2646903.54,715564.68,-5.23,
2646901.91,715563.88,-5.18,
2646900.32,715563.11,-5.13,
2646898.77,715562.36,-5.08,
2646897.24,715561.63,-5.03,
2646895.74,715560.91,-4.99,
2646894.27,715560.22,-4.96,
2646892.84,715559.52,-4.93,
2646891.43,715558.85,-4.9,
2646890.05,715558.18,-4.81,
2646888.68,715557.54,-4.71,
2646887.34,715556.91,-4.6,
2646886.02,715556.29,-4.5,
2646884.75,715555.69,-4.41,
2646883.51,715555.1,-4.33,
2646882.3,715554.53,-4.24,
2646881.11,715553.95,-4.15,
2646879.94,715553.39,-4.05,
2646878.8,715552.83,-3.97,
2646877.66,715552.29,-3.89,
2646876.55,715551.78,-3.88,
2646875.46,715551.31,-3.8,
2646874.42,715550.87,-3.7,
2646873.43,715550.45,-3.59,
2646872.44,715550.05,-3.47,
2646871.46,715549.67,-3.32,
2646870.51,715549.32,-3.12,
2646869.58,715549,-2.91,
2646868.67,715548.71,-2.63,
2646867.79,715548.45,-2.29,
2646866.99,715548.25,-1.97,
2646866.16,715548.07,-1.6,
2646865.37,715547.93,-1.27,
2646864.61,715547.82,-0.88,
2646863.88,715547.73,-0.49,
2646863.22,715547.66,0.03,
2646862.6,715547.58,0.4,
2646862.03,715547.51,0.8,
2646861.46,715547.43,1.23,
2646860.9,715547.39,1.43,
2646860.34,715547.35,1.62,
2646859.82,715547.37,1.85,
2646859.38,715547.42,2.1,
2646858.95,715547.56,2.37,
2646979.53,715590.32,-5.84,
2646978.89,715589.58,-5.84,
2646978.2,715588.92,-5.91,
2646977.45,715588.32,-6.03,
2646976.64,715587.78,-6.15,
2646975.75,715587.3,-6.24,
2646974.82,715586.87,-6.33,
2646973.84,715586.45,-6.45,
2646972.77,715586.01,-6.5,
2646971.62,715585.54,-6.55,
2646970.37,715585.02,-6.65,
2646969.01,715584.44,-6.68,
2646967.58,715583.78,-6.68,
2646966.09,715583.04,-6.63,
2646964.53,715582.28,-6.51,
2646962.9,715581.47,-6.33,
2646961.22,715580.58,-6.16,
2646959.49,715579.63,-6,
2646957.68,715578.7,-5.82,
2646955.84,715577.75,-5.72,
2646953.93,715576.8,-5.61,
2646951.99,715575.83,-5.47,
2646949.98,715574.91,-5.53,
2646947.95,715573.96,-5.6,
2646945.87,715573.08,-5.57,
2646943.77,715572.22,-5.56,
2646941.66,715571.39,-5.59,
2646939.55,715570.56,-5.64,
2646937.42,715569.72,-5.73,
2646935.27,715568.84,-5.83,
2646933.09,715567.94,-5.94,
2646930.89,715567.05,-6.06,
2646928.67,715566.14,-6.13,
2646926.45,715565.19,-6.08,
2646924.27,715564.23,-6.04,
2646922.1,715563.32,-6.11,
2646920,715562.42,-6.18,
2646917.95,715561.5,-6.22,
2646915.98,715560.61,-6.24,
2646914.07,715559.74,-6.21,
2646912.25,715558.87,-6.18,
2646910.5,715557.98,-6.15,
2646908.78,715557.12,-6.12,
2646907.12,715556.26,-6.09,
2646905.5,715555.43,-6.06,
2646903.95,715554.6,-6.03,
2646902.42,715553.81,-6,
2646900.94,715553.02,-5.98,
2646899.48,715552.24,-5.97,
