Northing,Easting,RL,
2646949.02,715552.57,-8.34,
2646947.47,715551.85,-8.38,
2646945.96,715551.15,-8.42,
2646944.51,715550.49,-8.45,
2646943.07,715549.87,-8.46,
2646941.65,715549.27,-8.5,
2646940.24,715548.69,-8.53,
2646938.79,715548.12,-8.55,
2646937.32,715547.55,-8.54,
2646935.84,715547.01,-8.53,
2646934.35,715546.43,-8.49,
2646932.83,715545.89,-8.42,
2646931.29,715545.35,-8.34,
2646929.72,715544.79,-8.26,
2646928.15,715544.19,-8.17,
2646926.56,715543.63,-8.07,
2646924.95,715543.05,-7.97,
2646923.34,715542.45,-7.86,
2646921.74,715541.79,-7.77,
2646920.17,715541.11,-7.7,
2646918.64,715540.39,-7.64,
2646917.17,715539.65,-7.6,
2646915.76,715538.89,-7.57,
2646914.39,715538.14,-7.53,
2646913.08,715537.35,-7.5,
2646911.77,715536.6,-7.47,
2646910.48,715535.83,-7.46,
2646909.22,715535.11,-7.45,
2646907.99,715534.4,-7.44,
2646906.79,715533.71,-7.43,
2646905.63,715533.03,-7.41,
2646904.49,715532.41,-7.38,
2646903.39,715531.76,-7.36,
2646902.31,715531.14,-7.34,
2646901.25,715530.53,-7.35,
2646900.21,715529.94,-7.35,
2646899.17,715529.37,-7.35,
2646898.14,715528.84,-7.35,
2646897.13,715528.32,-7.32,
2646988.39,715562.13,-6.04,
2646988.34,715561.27,-6.05,
2646988.06,715560.4,-6.06,
2646987.74,715559.46,-6.08,
2646987.19,715558.54,-6.14,
2646986.56,715557.61,-6.2,
2646985.88,715556.72,-6.27,
2646985.01,715555.91,-6.39,
2646984.1,715555.12,-6.5,
2646983.1,715554.42,-6.63,
2646982.04,715553.78,-6.77,
2646980.93,715553.22,-6.91,
2646979.74,715552.66,-7.07,
2646978.47,715552.05,-7.23,
2646977.16,715551.57,-7.39,
2646975.81,715551.18,-7.52,
2646974.43,715550.82,-7.66,
2646972.99,715550.46,-7.77,
2646971.5,715550.08,-7.88,
2646969.95,715549.68,-7.99,
2646968.37,715549.27,-8.09,
2646966.77,715548.84,-8.19,
2646965.12,715548.4,-8.29,
2646963.44,715547.92,-8.4,
2646961.7,715547.4,-8.5,
2646959.9,715546.78,-8.59,
2646958.09,715546.15,-8.69,
2646956.25,715545.49,-8.78,
2646954.43,715544.75,-8.86,
2646952.6,715543.91,-8.94,
2646950.8,715543.04,-9.01,
2646949.02,715542.18,-9.07,
2646947.26,715541.24,-9.1,
2646945.51,715540.25,-9.12,
2646943.76,715539.19,-9.1,
2646942,715538.08,-9.07,
2646940.24,715536.98,-9.02,
2646938.47,715535.86,-8.96,
2646936.71,715534.74,-8.9,
2646934.91,715533.64,-8.83,
2646933.11,715532.52,-8.73,
2646931.27,715531.46,-8.63,
2646929.46,715530.44,-8.55,
2646927.64,715529.51,-8.47,
2646925.87,715528.62,-8.4,
2646924.06,715527.74,-8.34,
2646922.25,715527.01,-8.3,
2646920.46,715526.37,-8.28,
2646918.71,715525.82,-8.25,
2646917.02,715525.36,-8.21,
2646915.41,715524.89,-8.18,
2646913.87,715524.47,-8.17,
2646912.4,715524.07,-8.16,
2646911.02,715523.66,-8.08,
2646909.67,715523.24,-7.93,
2646908.36,715522.79,-7.75,
2646907.06,715522.34,-7.57,
2646905.81,715521.89,-7.36,
2646904.59,715521.41,-7.05,
2646903.39,715520.94,-6.68,
2646902.22,715520.45,-6.3,
2646901.05,715519.94,-5.8,
2646899.91,715519.46,-5.17,
2646898.78,715519.03,-4.54,
2646897.66,715518.59,-3.89,
2646896.57,715518.19,-3.24,
2646895.49,715517.85,-2.61,
2646894.44,715517.59,-1.88,
2646893.43,715517.38,-1.09,
2646892.45,715517.22,-0.42,
2646891.52,715517.12,-0.06,
2646890.62,715517.05,0.36,
2646889.77,715517.06,0.73,
2646888.94,715517.1,1.02,
2646888.16,715517.19,1.37,
2647000.44,715558.25,-6.28,
2646999.67,715557.5,-6.18,
2646998.8,715556.74,-6.16,
2646997.88,715555.99,-6.18,
2646996.83,715555.27,-6.21,
2646995.73,715554.46,-6.22,
2646994.48,715553.72,-6.23,
2646993.15,715552.96,-6.21,
2646991.74,715552.18,-6.28,
2646990.26,715551.34,-6.37,
2646988.7,715550.55,-6.56,
2646987.05,715549.73,-6.74,
2646985.31,715548.86,-6.95,
2646983.48,715547.94,-7.17,
2646981.6,715547.04,-7.37,
2646979.69,715546.2,-7.59,
2646977.77,715545.37,-7.81,
2646975.81,715544.46,-8.04,
2646973.84,715543.5,-8.27,
2646971.89,715542.48,-8.45,
2646969.92,715541.46,-8.64,
2646967.95,715540.41,-8.81,
2646965.97,715539.37,-9.03,
2646963.99,715538.35,-9.22,
2646962.01,715537.3,-9.42,
2646960.02,715536.18,-9.6,
2646958.03,715535.02,-9.77,
2646956.09,715533.8,-9.93,
2646954.25,715532.53,-10.09,
2646952.46,715531.27,-10.23,
2646950.78,715530.03,-10.36,
2646949.16,715528.81,-10.45,
2646947.58,715527.68,-10.52,
2646946.05,715526.62,-10.55,
2646944.52,715525.69,-10.58,
2646943.02,715524.88,-10.56,
2646941.61,715524.15,-10.55,
2646940.28,715523.53,-10.54,
2646938.99,715522.98,-10.54,
2646937.74,715522.44,-10.51,
2646936.52,715521.91,-10.47,
2646935.31,715521.44,-10.39,
2646934.11,715520.99,-10.33,
2646932.95,715520.56,-10.27,
2646931.82,715520.15,-10.26,
2646930.69,715519.76,-10.21,
2646929.58,715519.39,-10.19,
2646928.52,715519.01,-10.16,
2646927.5,715518.6,-10.09,
2646926.5,715518.17,-9.97,
2646925.52,715517.74,-9.86,
2646924.57,715517.26,-9.76,
2646923.62,715516.74,-9.67,
2646922.69,715516.22,-9.6,
2646921.74,715515.7,-9.52,
2646920.79,715515.17,-9.38,
2646919.8,715514.63,-9.25,
2646918.76,715514.1,-9.07,
2646917.69,715513.57,-8.88,
2646916.58,715513.07,-8.73,
2646915.44,715512.59,-8.48,
2646914.27,715512.14,-8.24,
2646913.1,715511.7,-7.9,
2646911.94,715511.27,-7.54,
2646910.79,715510.85,-7.06,
2646909.66,715510.47,-6.54,
2646908.56,715510.12,-5.93,
2646907.48,715509.76,-5.28,
2646906.4,715509.44,-4.63,
2646905.31,715509.13,-3.98,
2646904.22,715508.89,-3.16,
2646903.14,715508.66,-2.44,
2646902.07,715508.48,-1.71,
2646901.04,715508.31,-1.01,
2646900.04,715508.22,-0.32,
2646899.09,715508.16,0.3,
2646898.14,715508.14,0.87,
2646897.25,715508.18,1.38,
2646896.38,715508.27,1.85,
2646895.55,715508.42,2.14,
2646894.76,715508.66,2.47,
2646894.02,715508.98,2.66,
2646893.34,715509.39,2.84,
2646892.71,715509.9,3.04,
2647001.74,715536.23,-6.74,
2647000.79,715535.86,-6.82,
2646999.73,715535.49,-6.88,
2646998.59,715535.11,-6.95,
2646997.38,715534.7,-7.03,
2646996.13,715534.25,-7.11,
2646994.82,715533.82,-7.21,
2646993.44,715533.35,-7.38,
2646992.02,715532.83,-7.55,
2646990.54,715532.31,-7.73,
2646989.03,715531.83,-7.91,
2646987.53,715531.43,-8.1,
2646986.03,715531.11,-8.3,
2646984.51,715530.8,-8.49,
2646982.98,715530.46,-8.67,
2646981.46,715530.17,-8.84,
2646979.98,715529.97,-9,
2646978.54,715529.73,-9.13,
2646977.12,715529.38,-9.25,
2646975.68,715528.96,-9.35,
2646974.25,715528.52,-9.46,
2646972.87,715528.07,-9.56,
2646971.56,715527.53,-9.65,
2646970.28,715526.9,-9.75,
2646969.1,715526.2,-9.84,
2646967.99,715525.42,-9.94,
2646966.9,715524.56,-10.04,
2646965.85,715523.7,-10.14,
2646964.87,715522.91,-10.24,
2646963.94,715522.22,-10.35,
2646963.1,715521.61,-10.47,
2646962.3,715521.1,-10.57,
2646961.55,715520.7,-10.68,
2646960.85,715520.4,-10.78,
2646960.19,715520.19,-10.88,
2646959.55,715520.04,-10.98,
2646958.91,715519.95,-11.08,
2646958.25,715519.88,-11.17,
2646957.54,715519.8,-11.26,
2646956.76,715519.68,-11.35,
2646955.9,715519.54,-11.29,
2646954.98,715519.37,-11.22,
2646953.99,715519.13,-11.16,
2646952.92,715518.83,-11.05,
2646951.78,715518.51,-10.94,
2646950.56,715518.14,-10.82,
2646949.27,715517.76,-10.7,
2646947.94,715517.42,-10.58,
2646946.57,715517.1,-10.45,
2646945.13,715516.79,-10.3,
2646943.62,715516.44,-10.14,
2646942.05,715516.14,-10.28,
2646940.52,715515.84,-10.4,
2646939.02,715515.49,-10.48,
2646937.56,715515.11,-10.62,
2646936.12,715514.77,-10.76,
2646934.71,715514.4,-10.86,
2646933.32,715514.01,-10.94,
2646931.93,715513.69,-10.98,
2646930.56,715513.37,-11,
2646929.21,715513.01,-11,
2646927.91,715512.63,-10.99,
2646926.65,715512.27,-10.82,
2646925.44,715511.89,-10.64,
2646924.26,715511.48,-10.46,
2646923.1,715511.06,-10.24,
2646922,715510.61,-10.01,
2646920.91,715510.11,-9.76,
2646919.86,715509.61,-9.5,
2646918.83,715509.09,-9.22,
2646917.82,715508.51,-8.93,
2646916.83,715507.89,-8.59,
2646915.86,715507.33,-8.21,
2646914.91,715506.74,-7.79,
2646913.97,715506.17,-7.31,
2646913.05,715505.62,-6.77,
2646912.17,715505.09,-6.21,
2646911.31,715504.55,-5.62,
2646910.5,715504.05,-5,
2646909.75,715503.62,-4.37,
2646909.06,715503.19,-3.74,
2646908.4,715502.76,-3.11,
2646907.79,715502.35,-2.48,
2646907.19,715501.96,-1.87,
2646906.64,715501.53,-1.29,
2646906.12,715501.07,-0.72,
2646905.59,715500.63,-0.18,
2646905.07,715500.17,0.35,
2646904.57,715499.69,0.85,
2646904.11,715499.2,1.32,
2646903.65,715498.69,1.75,
2646903.25,715498.15,2.17,
2646902.92,715497.66,2.56,
2646902.63,715497.13,2.92,
2646902.4,715496.61,3.13,
2646902.18,715496.08,3.32,
2646902.18,715495.78,3.49,
2646902.2,715495.68,3.66,
2646902.2,715495.67,3.8,
2646907.75,715493.13,-0.4,
2646908.4,715492.97,-0.93,
2646909.03,715492.77,-1.3,
2646909.66,715492.6,-1.73,
2646910.33,715492.45,-2.05,
2646911.03,715492.27,-2.32,
2646911.75,715492.16,-2.62,
2646912.45,715492.07,-3.27,
2646913.18,715492.01,-3.81,
2646913.88,715491.99,-4.37,
2646914.57,715492.03,-5.05,
2646915.29,715492.15,-5.68,
2646916.06,715492.34,-6.4,
2646916.86,715492.63,-7.1,
2646917.66,715492.99,-7.78,
2646918.54,715493.37,-8.46,
2646919.49,715493.82,-9.16,
2646920.49,715494.33,-9.77,
2646921.58,715494.87,-10.35,
2646922.76,715495.41,-10.9,
2646924.01,715495.99,-11.49,
2646925.33,715496.58,-11.95,
2646926.7,715497.16,-12.39,
2646928.17,715497.75,-12.75,
2646929.76,715498.33,-13.01,
2646931.46,715498.89,-13.17,
2646933.26,715499.42,-13.31,
2646935.13,715499.94,-13.43,
2646937.01,715500.47,-13.51,
2646938.91,715501.03,-13.51,
2646940.76,715501.64,-13.52,
2646942.54,715502.29,-13.44,
2646944.31,715503.01,-13.32,
2646946.12,715503.8,-13.16,
2646947.94,715504.67,-12.96,
2646949.81,715505.55,-12.69,
2646951.74,715506.46,-12.39,
2646953.73,715507.43,-12.1,
2646955.82,715508.43,-11.78,
2646957.97,715509.44,-11.45,
2646960.16,715510.46,-11.1,
2646962.37,715511.51,-10.74,
2646964.62,715512.59,-10.41,
2646966.92,715513.72,-10.1,
2646969.3,715514.89,-9.77,
2646971.75,715516.13,-9.45,
2646974.27,715517.38,-9.12,
2646976.82,715518.68,-8.8,
2646979.42,715519.97,-8.48,
2646982.05,715521.33,-8.16,
2646984.77,715522.7,-7.86,
2646987.52,715524.17,-7.54,
2646990.32,715525.65,-7.21,
2646993.17,715527.12,-6.83,
2646996.05,715528.55,-6.4,
2646998.89,715529.95,-5.96,
2647001.65,715531.3,-5.49,
2647004.31,715532.59,-5.05,
2647006.9,715533.83,-4.83,
2647009.42,715535.02,-4.61,
2647011.87,715536.1,-4.34,
2647014.24,715537.06,-4.05,
2647016.5,715537.88,-3.79,
2647004.32,715520.99,-5.89,
2647002.73,715520.97,-6.18,
2647001.16,715520.88,-6.25,
2646999.58,715520.69,-6.32,
2646998,715520.38,-6.38,
2646996.46,715520.06,-6.42,
2646995.04,715519.74,-6.48,
2646993.68,715519.35,-6.64,
2646992.32,715518.79,-6.75,
2646990.97,715518.09,-6.86,
2646989.6,715517.22,-6.99,
2646988.23,715516.17,-7.11,
2646986.8,715514.99,-7.26,
2646985.37,715513.84,-7.41,
2646983.93,715512.77,-7.55,
2646982.52,715511.8,-7.7,
2646981.15,715510.92,-7.86,
2646979.83,715510.23,-8.03,
2646978.59,715509.64,-8.21,
2646977.4,715509.11,-8.41,
2646976.23,715508.64,-8.59,
2646975.03,715508.18,-8.78,
2646973.81,715507.67,-8.96,
2646972.6,715507.17,-9.13,
2646971.36,715506.61,-9.31,
2646970.12,715505.94,-9.49,
2646968.91,715505.16,-9.67,
2646967.79,715504.32,-9.84,
2646966.76,715503.43,-9.99,
2646965.77,715502.5,-10.14,
2646964.82,715501.52,-10.24,
2646963.9,715500.47,-10.35,
2646962.99,715499.36,-10.42,
2646962.11,715498.31,-10.49,
2646961.26,715497.39,-10.56,
2646960.43,715496.63,-10.62,
2646959.68,715495.97,-10.69,
2646958.93,715495.37,-10.76,
2646958.21,715494.88,-10.87,
2646957.45,715494.45,-10.97,
2646956.63,715494.05,-11.05,
2646955.77,715493.72,-11.19,
2646954.85,715493.5,-11.31,
2646953.94,715493.38,-11.47,
2646953.1,715493.33,-11.62,
2646952.32,715493.37,-11.78,
2646951.58,715493.47,-11.98,
2646950.84,715493.56,-12.15,
2646950.06,715493.6,-12.31,
2646949.19,715493.64,-12.45,
2646948.23,715493.61,-12.6,
2646947.17,715493.5,-12.75,
2646945.99,715493.34,-12.84,
2646944.72,715493.13,-12.93,
2646943.4,715492.81,-12.97,
2646942.03,715492.42,-12.99,
2646940.61,715491.98,-12.98,
2646939.16,715491.49,-12.91,
2646937.67,715490.95,-12.84,
2646936.19,715490.42,-12.76,
2646934.74,715489.93,-12.65,
2646933.36,715489.44,-12.49,
2646932.02,715488.93,-12.34,
2646930.75,715488.43,-12.15,
2646929.53,715487.93,-11.97,
2646928.41,715487.46,-11.73,
2646927.36,715487.01,-11.39,
2646926.35,715486.62,-11.09,
2646925.36,715486.24,-10.64,
2646924.4,715485.9,-10.21,
2646923.47,715485.62,-9.75,
2646922.59,715485.4,-9.22,
2646921.79,715485.19,-8.71,
2646921.04,715485.07,-8.18,
2646920.35,715484.96,-7.6,
2646919.68,715484.81,-7,
2646919.01,715484.7,-6.46,
2646918.37,715484.59,-5.88,
2646917.75,715484.47,-5.26,
2646917.13,715484.3,-4.75,
2646916.5,715484.13,-4.15,
2646915.86,715483.89,-3.54,
2646915.19,715483.59,-2.95,
2646914.5,715483.22,-2.32,
2646913.77,715482.8,-1.68,
2646913.04,715482.34,-1.11,
2646912.3,715481.89,-0.53,
2646911.56,715481.45,0.07,
2646910.81,715480.99,0.58,
2646910.09,715480.49,1.11,
2646909.37,715479.99,1.41,
2646908.72,715479.49,1.67,
2646908.14,715478.95,1.91,
2646907.56,715478.38,2.13,
2646906.96,715477.84,2.34,
2647029.01,715524.84,-2.09,
2647027.99,715524.04,-2.01,
2647026.88,715523.34,-2.02,
2647025.71,715522.68,-2.04,
2647024.46,715522.01,-2.06,
2647023.12,715521.38,-2.08,
2647021.69,715520.79,-2.1,
2647020.2,715520.19,-2.13,
2647018.62,715519.56,-2.22,
2647016.94,715518.91,-2.4,
2647015.18,715518.25,-2.63,
2647013.34,715517.54,-2.92,
2647011.45,715516.81,-3.27,
2647009.51,715516.04,-3.65,
2647007.49,715515.19,-4.04,
2647005.41,715514.32,-4.4,
2647003.29,715513.48,-4.79,
2647001.17,715512.65,-5.19,
2646999.11,715511.82,-5.58,
2646997.14,715511.02,-5.94,
2646995.27,715510.17,-6.25,
2646993.43,715509.14,-6.51,
2646991.63,715507.96,-6.74,
2646989.85,715506.71,-6.89,
2646988.11,715505.38,-7.01,
2646986.39,715503.96,-7.14,
2646984.75,715502.52,-7.29,
2646983.11,715501.14,-7.44,
2646981.49,715499.81,-7.58,
2646979.92,715498.54,-7.72,
2646978.37,715497.42,-7.86,
2646976.82,715496.43,-8.01,
2646975.27,715495.52,-8.19,
2646973.7,715494.74,-8.38,
2646972.17,715494.08,-8.57,
2646970.64,715493.46,-8.77,
2646969.11,715492.94,-8.95,
2646967.57,715492.49,-9.15,
2646966,715492.03,-9.37,
2646964.41,715491.58,-9.59,
2646962.74,715491.12,-9.82,
2646961.02,715490.63,-10.07,
2646959.25,715490.05,-10.3,
2646957.46,715489.39,-10.51,
2646955.64,715488.71,-10.74,
2646953.79,715488.01,-10.94,
2646951.98,715487.24,-11.15,
2646950.18,715486.48,-11.35,
2646948.46,715485.79,-11.55,
2646946.83,715485.1,-11.73,
2646945.27,715484.42,-11.89,
2646943.77,715483.78,-12.03,
2646942.29,715483.13,-12.12,
2646940.81,715482.49,-12.2,
2646939.31,715481.87,-12.24,
2646937.83,715481.27,-12.21,
2646936.35,715480.69,-12.19,
2646934.88,715480.18,-12.15,
2646933.42,715479.68,-12.07,
2646931.97,715479.21,-11.98,
2646930.53,715478.8,-11.75,
2646929.09,715478.47,-11.42,
2646927.72,715478.2,-11.09,
2646926.45,715478.05,-10.74,
2646925.26,715478.01,-10.22,
2646924.12,715478.03,-9.69,
2646923.02,715478.05,-9.17,
2646921.98,715478.01,-8.66,
2646921.02,715477.93,-8.13,
2646920.15,715477.69,-7.58,
2646919.43,715477.2,-7.06,
2646918.77,715476.58,-6.61,
2646918.17,715475.84,-6.15,
2646917.63,715474.97,-5.7,
2646917.13,715474.02,-5.2,
2646916.67,715473.14,-4.83,
2646916.26,715472.35,-4.5,
2646915.88,715471.6,-4.15,
2646915.5,715470.95,-3.79,
2646915.11,715470.48,-3.45,
2646914.77,715470.09,-3.15,
2646914.44,715469.77,-2.78,
2646914.13,715469.57,-2.45,
2646913.81,715469.47,-2.18,
2646913.49,715469.43,-1.88,
2646913.15,715469.46,-1.64,
2646912.81,715469.57,-1.42,
2646912.48,715469.69,-1.22,
2646912.17,715469.81,-0.98,
2646911.84,715469.92,-0.69,
2646911.43,715469.97,-0.39,
2646910.94,715469.88,-0.05,
2646910.37,715469.72,0.27,
2646909.72,715469.51,0.65,
2646908.96,715469.25,0.98,
2646908.16,715468.99,1.3,
2646907.37,715468.81,1.62,
2646906.7,715468.7,1.96,
2646906.15,715468.62,2.29,
2646905.67,715468.57,2.54,
2646905.24,715468.51,2.74,
2646904.85,715468.43,2.91,
2646904.5,715468.35,3.03,
2646904.18,715468.29,3.14,
2646903.91,715468.21,3.19,
2646903.72,715468.14,3.22,
2646903.56,715468.04,3.22,
2646903.39,715467.88,3.21,
2646903.16,715467.68,3.18,
2646902.89,715467.39,3.12,
2646902.57,715467.04,3.07,
2646902.18,715466.7,3.02,
2646901.75,715466.33,2.97,
2646901.34,715466,2.88,
2646900.98,715465.75,2.83,
2646900.66,715465.55,2.74,
2646900.41,715465.4,2.69,
2646900.18,715465.29,2.64,
2646899.94,715465.22,2.6,
2646899.67,715465.16,2.56,
2646899.4,715465.08,2.59,
2646899.09,715464.97,2.62,
2646898.76,715464.81,2.64,
2646898.42,715464.67,2.66,
2646898.04,715464.48,2.75,
2646897.67,715464.22,2.81,
2646897.25,715463.95,2.91,
2646896.84,715463.68,2.92,
2646896.47,715463.38,2.93,
2646896.12,715463.08,2.92,
2646895.81,715462.79,2.9,
2646895.51,715462.55,2.86,
2646895.23,715462.26,2.82,
2646894.92,715462,2.78,
2646894.59,715461.74,2.74,
2646894.28,715461.51,2.68,
2646893.97,715461.28,2.61,
2646893.66,715461.13,2.54,
2646893.36,715461.03,2.55,
2646893.08,715460.92,2.56,
2646892.83,715460.88,2.59,
2646892.6,715460.85,2.63,
2646892.41,715460.83,2.66,
2646892.2,715460.81,2.69,
2646892,715460.79,2.71,
2646891.83,715460.78,2.74,
2646891.7,715460.72,2.73,
2646891.63,715460.65,2.68,
2646891.59,715460.54,2.61,
2646891.61,715460.37,2.53,
2646891.68,715460.16,2.43,
2646891.79,715459.9,2.3,
2646891.95,715459.62,2.15,
2646892.17,715459.35,2.08,
2646892.42,715459.08,1.99,
2646892.76,715458.73,1.88,
2646893.09,715458.4,1.76,
2646893.45,715458.08,1.64,
2647042.64,715508.23,-0.79,
2647042.3,715507.18,-0.93,
2647041.88,715506.17,-0.99,
2647041.37,715505.25,-1.05,
2647040.84,715504.4,-1.11,
2647040.25,715503.61,-1.16,
2647039.59,715502.9,-1.22,
2647038.84,715502.24,-1.34,
2647038.02,715501.61,-1.46,
2647037.1,715501.08,-1.56,
2647036.12,715500.63,-1.65,
2647035.07,715500.22,-1.73,
2647033.94,715499.86,-1.77,
2647032.72,715499.57,-1.81,
2647031.42,715499.35,-1.83,
2647030.06,715499.14,-1.83,
2647028.64,715499.01,-1.84,
2647027.14,715498.91,-1.84,
2647025.55,715498.84,-1.85,
2647023.89,715498.84,-1.87,
2647022.16,715498.89,-1.91,
2647020.41,715498.96,-1.95,
2647018.61,715499.02,-2.04,
2647016.74,715499.12,-2.16,
2647014.87,715499.2,-2.33,
2647013.04,715499.22,-2.54,
2647011.17,715499.14,-2.83,
2647009.24,715499,-3.14,
2647007.23,715498.75,-3.5,
2647005.24,715498.35,-3.85,
2647003.26,715497.9,-4.2,
2647001.29,715497.29,-4.55,
2646999.3,715496.48,-4.94,
2646997.28,715495.5,-5.3,
2646995.23,715494.47,-5.66,
2646993.21,715493.47,-5.98,
2646991.24,715492.45,-6.28,
2646989.32,715491.5,-6.54,
2646987.41,715490.6,-6.78,
2646985.47,715489.72,-7,
2646983.48,715488.8,-7.19,
2646981.46,715487.88,-7.37,
2646979.38,715487.04,-7.55,
2646977.26,715486.27,-7.7,
2646975.13,715485.54,-7.87,
2646972.94,715484.9,-8.04,
2646970.77,715484.33,-8.25,
2646968.59,715483.75,-8.44,
2646966.45,715483.21,-8.63,
2646964.3,715482.75,-8.82,
2646962.2,715482.21,-9.03,
2646960.13,715481.63,-9.25,
2646958.05,715480.96,-9.51,
2646955.95,715480.24,-9.74,
2646953.82,715479.49,-9.93,
2646951.71,715478.73,-10.08,
2646949.61,715477.95,-10.21,
2646947.56,715477.11,-10.29,
2646945.6,715476.16,-10.36,
2646943.73,715475.13,-10.42,
2646942,715474.02,-10.47,
2646940.4,715472.84,-10.5,
2646938.95,715471.64,-10.52,
2646937.56,715470.41,-10.54,
2646936.17,715469.21,-10.56,
2646934.74,715468.11,-10.6,
2646933.35,715467.09,-10.63,
2646931.98,715466.23,-10.58,
2646930.7,715465.43,-10.52,
2646929.44,715464.77,-10.48,
2646928.25,715464.17,-10.38,
2646927.07,715463.7,-10.22,
2646925.94,715463.33,-10.03,
2646924.9,715463.04,-9.85,
2646923.93,715462.77,-9.53,
2646923.03,715462.55,-9.19,
2646922.16,715462.33,-8.78,
2646921.33,715462.05,-8.31,
2646920.45,715461.73,-7.87,
2646919.48,715461.34,-7.43,
2646918.47,715460.91,-6.94,
2646917.42,715460.46,-6.47,
2646916.32,715459.96,-6.06,
2646915.19,715459.43,-5.63,
2646914.06,715458.86,-5.2,
2646912.91,715458.25,-4.78,
2646911.75,715457.71,-4.45,
2646910.65,715457.22,-4.14,
2646909.58,715456.76,-3.9,
2646908.54,715456.39,-3.71,
2646907.53,715456.01,-3.58,
2646906.57,715455.65,-3.4,
2646905.65,715455.25,-3.24,
2646904.73,715454.88,-3.02,
2646903.79,715454.51,-2.79,
2646902.85,715454.1,-2.57,
2646901.9,715453.68,-2.43,
2646900.94,715453.26,-2.22,
2646899.97,715452.78,-2.05,
2646899,715452.32,-1.89,
2646898.12,715451.85,-1.74,
2646897.31,715451.43,-1.55,
2646896.58,715450.94,-1.44,
2646895.88,715450.48,-1.34,
2646895.26,715450.05,-1.3,
2646894.68,715449.59,-1.27,
2646894.16,715449.09,-1.25,
2646893.67,715448.63,-1.23,
2646893.24,715448.16,-1.23,
2646892.8,715447.78,-1.22,
2646892.39,715447.4,-1.22,
2646891.9,715447.17,-1.18,
2646891.44,715446.87,-1.12,
2646890.92,715446.68,-1.07,
2646890.44,715446.49,-1.05,
2646889.93,715446.34,-1,
2646889.45,715446.1,-0.98,
2646888.99,715445.84,-0.97,
2646888.51,715445.52,-0.94,
2646888.08,715445.11,-0.91,
2646887.62,715444.59,-0.89,
2646887.17,715444.05,-0.91,
2646886.71,715443.52,-0.95,
2646886.23,715442.97,-1.1,
2646885.76,715442.42,-1.19,
2646885.27,715441.79,-1.31,
2646884.78,715441.11,-1.45,
2646884.31,715440.43,-1.59,
2646883.83,715439.7,-1.78,
2646883.36,715438.9,-1.87,
2646882.89,715438.05,-1.99,
2646882.46,715437.19,-2.13,
2646882.08,715436.29,-2.25,
2646881.78,715435.37,-2.42,
2647038.41,715525.33,-2.14,
2647037.04,715524.48,-2.19,
2647035.68,715523.58,-2.17,
2647034.34,715522.62,-2.08,
2647033.02,715521.55,-2,
2647031.74,715520.33,-1.95,
2647030.55,715518.97,-1.92,
2647029.51,715517.47,-1.89,
2647028.64,715515.77,-1.85,
2647027.83,715513.96,-1.81,
2647027.02,715512.1,-1.76,
2647026.21,715510.16,-1.7,
2647025.34,715508.16,-1.65,
2647024.4,715506.14,-1.63,
2647023.38,715504.12,-1.68,
2647022.3,715502.13,-1.73,
2647021.11,715500.2,-1.8,
2647019.85,715498.3,-1.86,
2647018.5,715496.41,-1.92,
2647017.04,715494.66,-1.99,
2647015.52,715493.05,-2.12,
2647013.89,715491.52,-2.29,
2647012.21,715490.06,-2.54,
2647010.45,715488.72,-2.8,
2647008.59,715487.52,-3.1,
2647006.69,715486.39,-3.4,
2647004.78,715485.32,-3.69,
2647002.81,715484.37,-4,
2647000.8,715483.58,-4.3,
2646998.77,715482.86,-4.62,
2646996.7,715482.17,-4.95,
2646994.6,715481.57,-5.27,
2646992.47,715481.06,-5.59,
2646990.32,715480.59,-5.84,
2646988.16,715480.14,-6.12,
2646986,715479.71,-6.39,
2646983.82,715479.26,-6.64,
2646981.59,715478.73,-6.89,
2646979.36,715478.16,-7.12,
2646977.11,715477.48,-7.35,
2646974.84,715476.69,-7.57,
2646972.57,715475.85,-7.75,
2646970.3,715474.95,-7.89,
2646968.04,715473.97,-7.99,
2646965.76,715472.92,-8.1,
2646963.47,715471.9,-8.19,
2646961.16,715470.89,-8.27,
2646958.83,715469.88,-8.36,
2646956.51,715468.84,-8.47,
2646954.19,715467.84,-8.59,
2646951.83,715466.9,-8.7,
2646949.45,715465.96,-8.82,
2646947.06,715465.05,-8.96,
2646944.66,715464.21,-9.13,
2646942.23,715463.42,-9.3,
2646939.77,715462.64,-9.46,
2646937.32,715461.84,-9.6,
2646934.91,715461.12,-9.71,
2646932.57,715460.38,-9.74,
2646930.32,715459.51,-9.72,
2646928.22,715458.45,-9.67,
2646926.27,715457.3,-9.63,
2646924.37,715456.1,-9.38,
2646922.53,715454.86,-9.22,
2646920.7,715453.64,-8.96,
2646918.88,715452.5,-8.7,
2646917.09,715451.4,-8.42,
2646915.31,715450.31,-8.08,
2646913.52,715449.32,-7.68,
2646911.7,715448.41,-7.29,
2646909.85,715447.62,-6.89,
2646907.94,715446.97,-6.42,
2646906.01,715446.4,-5.94,
2646904.1,715445.94,-5.55,
2646902.3,715445.56,-5.03,
2646900.62,715445.2,-4.59,
2646899.04,715444.87,-4.1,
2646897.57,715444.63,-3.67,
2646896.15,715444.43,-3.26,
2646894.79,715444.19,-2.92,
2646893.48,715443.86,-2.62,
2646892.2,715443.54,-2.37,
2646890.95,715443.16,-2.19,
2646889.76,715442.7,-2.04,
